fecha,REGIMEN ADUANERO,REFRENDO,DAU,ITEM,RUC IMPORTADOR,IMPORTADOR,PAIS DE ORIGEN,PAIS DE PROCEDENCIA,CIUDAD EMBARQUE,VIA DE TRANSPORTE,ADUANA,PARTIDA ARANCELARIA,DESCRIPCION ARANCELARIA,DESCRIPCION PRODUCTO COMERCIAL,MARCA,ESTADO DE MERCANCIA,BULTOS,CANTIDAD,UNIDAD DE MEDIDA,ADVALOREM,US$ FOB,US$ FLETE,US$ SEGURO,US$ CIF,EMBARCADOR,EMPRESA DE TRANSPORTE,PAIS DE EMBARQUE,CONTENEDOR,AGENTE DE ADUANA,NAVE,NUMERO DE MANIFIESTO,CONOCIMIENTO EMBARQUE,DEPOSITO COMERCIAL,PESO NETO KG,TIPO AFORO,DIRECCIÓN CONSIGNATARIO,FECHA DE EMBARQUE,FECHA DE LLEGADA,FECHA INGRESO SISTEMA,FECHA PAGO,FACTURA,CARACTERISTICAS,PRODUCTO,MARCA COMERCIAL,AÑO FABRICACIÓN,MODELO MERCADERIA,US$ FOB UNIT,FECHA DE LIQUIDACIÓN,FECHA AFORO,INCOTERM,AGENCIA DE CARGA,CODIGO DE LIBERACION,CÓDIGO TNAN,NUMERO DE CARGA FINAL,FECHA DE SALIDA DE ALMACEN
03-02-2021,IMPORTACION A CONSUMO,028-2021-10-00096861,01000587,173,0991157476001,SOLVENTES Y MASILLAS NACIONALES NEIRA (NEIRASOLVEN) CIA. LTDA.,CHINA,HONG KONG,HONG KONG,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MAQUINA MEZCLADORA,YATU,NUEVA,3493,1,NUMERO DE UNIDADES,0,20,57.99,0.06,78.05,"YATU ADVANCED MATERIALS CO ,LTD",CMA-CGM ECUADOR S.A.,HONG KONG,2,1904571 -VALERO & VALERO SERVICIOS LOGISTICOS S.A.,CMA CGM MUNDRA,CEC2021CMAU0013,ZSN0374608,05907400-INARPI S.A.,171.5,AFORO-AFORO AUTOMATICO,KM 9.5 VIA DAULE CALLE PERIMETRAL B S/N Y,20201227,20210203,20210203,20210204,HW20296,PARA MEZCLAR PINTURA / HEADS MIXING,PARA MEZCLAR PINTURA / HEADS MIXING,YATU,2020,MAX PLUS 85,20,20210203,20210203,FOB,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021CMAU00130509,20210206
05-02-2021,IMPORTACION A CONSUMO,028-2021-10-00103713,01000567,140,0991157476001,SOLVENTES Y MASILLAS NACIONALES NEIRA (NEIRASOLVEN) CIA. LTDA.,CHINA,HONG KONG,HONG KONG,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MAQUINA MEZCLADORA,YATU,NUEVA,3216,6,NUMERO DE UNIDADES,0,120,1.82,0.39,122.21,"YATU ADVANCED MATERIALS CO ,LTD",CMA-CGM ECUADOR S.A.,HONG KONG,2,1904571 -VALERO & VALERO SERVICIOS LOGISTICOS S.A.,CMA CGM MUNDRA,CEC2021CMAU0013,ZSN0375716,05907400-INARPI S.A.,5.49,AFORO-AFORO AUTOMATICO,KM 9.5 VIA DAULE CALLE PERIMETRAL B S/N Y,20201227,20210203,20210205,,HW20324,PARA MEZCLAR PINTURA /HEADS MIXING MACHINE,PARA MEZCLAR PINTURA /HEADS MIXING MACHINE,YATU,2020,RC 85,20,20210305,20210205,FOB,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021CMAU00130510,20210209
05-02-2021,IMPORTACION A CONSUMO,028-2021-10-00103713,01000567,141,0991157476001,SOLVENTES Y MASILLAS NACIONALES NEIRA (NEIRASOLVEN) CIA. LTDA.,CHINA,HONG KONG,HONG KONG,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MAQUINA MEZCLADORA,YATU,NUEVA,3216,2,NUMERO DE UNIDADES,0,40,0.61,0.13,40.74,"YATU ADVANCED MATERIALS CO ,LTD",CMA-CGM ECUADOR S.A.,HONG KONG,2,1904571 -VALERO & VALERO SERVICIOS LOGISTICOS S.A.,CMA CGM MUNDRA,CEC2021CMAU0013,ZSN0375716,05907400-INARPI S.A.,1.83,AFORO-AFORO AUTOMATICO,KM 9.5 VIA DAULE CALLE PERIMETRAL B S/N Y,20201227,20210203,20210205,,HW20324,PARA MEZCLAR PINTURA / HEADS MIXING,PARA MEZCLAR PINTURA / HEADS MIXING,YATU,2020,MAX PLUS 85,20,20210305,20210205,FOB,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021CMAU00130510,20210209
10-02-2021,IMPORTACION A CONSUMO,028-2021-10-00116391,00000293,88,1.79135E+12,ACSUIN S.A. ACABADOS Y SUMINISTROS INDUSTRIALES,CHINA,CHINA,NANSHA,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MIXING MACHINE,QINGYUAN STRONG COATINGS,NUEVA,1311,2,NUMERO DE UNIDADES,0,178,100,1.2,279.2,"Qingyuan Strong Coatings Technology Co., Ltd.",MAERSK DEL ECUADOR C.A.,CHINA,1,1903840 -RIERA SUAREZ CHRISTIAN GABRIEL,SOFIE MAERSK,CEC2021MAEU0070,911520378,05909025-CONTECON GUAYAQUIL S.A.,100,AFORO-AFORO AUTOMATICO,"SANTA LUCIA E1-85, AV. 10 DE AGOSTO Y 6 DE DICIEMBRE, QUITO, REPUBLICA DEL ECUADOR",20201227,20210209,20210210,20210212,ECAS20200915,MIXING MACHINE,MIXING MACHINE,QINGYUAN STRONG COATINGS,0,SM,89,20210210,20210210,FOB,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021MAEU00700013,20210218
02-02-2021,IMPORTACION A CONSUMO,028-2021-10-00091877,00000266,7,0190348202001,CORPORACION B P CIA LTDA,CHINA,CHINA,HONGQIAO AIRPORT,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",ELECTRIC MIXER,BP,NUEVA,2800,504,NUMERO DE UNIDADES,0,10533.6,1068.75,17.33,11619.68,WUHAN BOKY MACHINE TOOLS COMPANY LIMITED,HAPAG-LLOYD ECUADOR S.A.,CHINA,1,1777817 -VILLALVA MOLINA ENRIQUE ANTONIO,SAN FRANCISCO BRIDGE,CEC2021ONEU0091,DLSH20120359,05907400-INARPI S.A.,2675.39,AFORO-AFORO AUTOMATICO,"AV GIL RAMIREZ DAVALOS 5-140 Y FRANCISCO PIZARRO, CUENCA ECUADOR",20201227,20210131,20210202,20210202,PA7ZHE20082020,BP00844,ELECTRIC MIXER,BP,0,BP00844,20.9,20210202,20210202,FOB,ACGROUP WORLDWIDE ECUADOR S.A.,,0,CEC2021ONEU009195210001,20210202
08-02-2021,IMPORTACION A CONSUMO,028-2021-10-00107745,00000360,1,1.89178E+12,GALAIMPORTACIONES CIA.LTDA.,CHINA,CHINA,HONGQIAO AIRPORT,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADOR DE PINTURA,INGCO,NUEVA,1415,20,NUMERO DE UNIDADES,0,863.2,49.93,0.91,914.04,BEST TOOLS CO PTE. LTD,AGENCIA DEL PACIFICO DELPAC S.A.,CHINA,1,1901775 -FIERRO RUIZ ALBERTO PATRICIO,RDO CONCORD,CEC2021WHLU5444,COSU6290347650,05907400-INARPI S.A.,77.5,AFORO-AFORO AUTOMATICO,AV LAS AMERICAS 01-111 Y COLOMBIA,20201229,20210127,20210208,20210208,WNK-YH-20-2868,MEZCLADOR DE PINTURA,MEZCLADOR DE PINTURA,INGCO,2020,MXLI2001,43.16,20210208,20210208,CFR,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021WHLU54441057,20210209
09-02-2021,IMPORTACION A CONSUMO,028-2021-10-00111775,00000582,2,0992968079001,NOVARED-NEGOCIOS Y RECICLAJE S.A.,CHINA,CHINA,HONGQIAO AIRPORT,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",TRITURADORA DE DOBLE EJE,SIN MARCA,NUEVA,17,1,NUMERO DE UNIDADES,0,22450,5428.83,278.79,28157.62,ZHANGJIAGANG KOOEN MACHINERY CO LTD,AGENCIA NAVIERA EXPRESS NETWORK OFFICE EXNETSA S.A.,CHINA,0,1903639 -CONSORCIO VILLACRESES & PINZON S.A.,VALOR,CEC2021HLCU0213,626NBH2011120,05907400-INARPI S.A.,3535,AFORO-AFORO AUTOMATICO,CDLA LAS BRISAS MANZANA A1 SOLAR 18,20201229,20210208,20210209,20210209,KE-INV-H20201211,MAQUINARIA,TRITURADORA DE DOBLE EJE,SIN MARCA,2020,SIN MODLELO,22450,20210209,20210209,FOB,CVPSHIPPING S.A.,,0,CEC2021HLCU021310730001,20210211
04-02-2021,IMPORTACION A CONSUMO,028-2021-10-00099691,00000047,1,1.80099E+12,LLAGUNO FIGUEROA GONZALO UVALDO,CHINA,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADORES MAGNETICOS MAQUINITA,BIOBASE,NUEVA,12,2,NUMERO DE UNIDADES,0,150,5.16,1.55,156.71,BIOBASE MEIHUA TRADING CO .LIMITED,HAMBURG SÜD ECUADOR S.A.,CHINA,1,1000009 -QUIJIJE LOGISTICS SOLUTIONS S.A. QUILOGISTIC,SAN FELIX,CEC2021MAEU0014,JGQDGYE201224K,05909025-CONTECON GUAYAQUIL S.A.,63.63,AFORO-AFORO AUTOMATICO,DURAN / SOLAR 38 CDLA CANALES DEL PENON MZ Z SOLAR NO 38,20201231,20210127,20210204,20210205,BIOBASE20201218EC-468,PRODUCTO PARA LABORATORIO,PRODUCTO PARA LABORATORIO,BIOBASE,2020,MS-S,75,20210204,20210204,CIF,SACO SHIPPING S.A.,"0416-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO IVA, APLICA TEXTO LEGAL # 5 ART. 55 LRTI (NO APLICA PARA LISTA DE BIENES DEL ANEXO 1 D. E. 1232 - R.O. 393-2S, 31-VII-2008) - Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad",0,CEC2021MAEU001455240008,20210208
09-02-2021,IMPORTACION A CONSUMO,028-2021-10-00112071,00000532,3,1.20638E+12,NARANJO MORALES MARIA FERNANDA,CHINA,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MIXER MAQUINA PARA MEZCLAR MAIZ,SN,NUEVA,5,1,NUMERO DE UNIDADES,0,688,305.18,1.67,994.85,HENAN STRONGWIN MACHINEREY EQUIPMENT CO LTD,HAMBURG SÜD ECUADOR S.A.,CHINA,1,1777837 -VARYMPEX S.A.,CAROLINE MAERSK,CEC2021MAEU0066,HSGYL201226687,05909025-CONTECON GUAYAQUIL S.A.,388.43,AFORO-AFORO AUTOMATICO,PICHINCHA / QUITO / CENTRO HIST?RICO / CALDAS 454 Y GUAYAQUI,20210102,20210204,20210209,20210209,2011ZXQ09,MAQUINA PARA MEZCLAR MAIZ,MAQUINA PARA MEZCLAR MAIZ,SN,0,SN,688,20210209,20210209,FOB,SACO SHIPPING S.A.,,0,CEC2021MAEU006655270201,20210210
09-02-2021,IMPORTACION A CONSUMO,028-2021-10-00112071,00000532,4,1.20638E+12,NARANJO MORALES MARIA FERNANDA,CHINA,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CRUSHER MAQUINA PARA TRITURAR MAIZ,SN,NUEVA,5,1,NUMERO DE UNIDADES,0,1020,452.44,2.48,1474.92,HENAN STRONGWIN MACHINEREY EQUIPMENT CO LTD,HAMBURG SÜD ECUADOR S.A.,CHINA,1,1777837 -VARYMPEX S.A.,CAROLINE MAERSK,CEC2021MAEU0066,HSGYL201226687,05909025-CONTECON GUAYAQUIL S.A.,575.86,AFORO-AFORO AUTOMATICO,PICHINCHA / QUITO / CENTRO HIST?RICO / CALDAS 454 Y GUAYAQUI,20210102,20210204,20210209,20210209,2011ZXQ09,MAQUINA PARA TRITURAR MAIZ,MAQUINA PARA TRITURAR MAIZ,SN,0,SN,1020,20210209,20210209,FOB,SACO SHIPPING S.A.,,0,CEC2021MAEU006655270201,20210210
03-02-2021,IMPORTACION A CONSUMO,028-2021-10-00096976,00000321,1,0992758791001,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADORES,SIN MARCA,NUEVA,1960,70,NUMERO DE UNIDADES,0,93660,15350,0,109010,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,BROOM-ECUADOR S.A.,CHINA,2,1777779 -JIMENEZ QUIROZ BORIS LENIN,LONG BEACH TRADER,CEC2021WHLU5446,NGJH00603000,05907400-INARPI S.A.,29750,AFORO-AFORO AUTOMATICO,AVENIDA LAS MONJAS 302 Y CALLE TERCERA,20210104,20210202,20210203,20210204,JH201123SA50-GB,PARA LA INDUSTRIA CAMARONERA,PRODUCTO,SIN MARCA,2021,DIVA-JDLN16,1338,20210203,20210203,CIF,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021WHLU54462027,20210209
09-02-2021,IMPORTACION A CONSUMO,028-2021-10-00112182,00000503,1,0990576459001,PRODUMAR S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADOR DE 8 PALETAS,DIVA,NUEVA,4093,278,NUMERO DE UNIDADES,0,162343.86,27440.82,1897.84,191682.52,CHA TAIZHOU JINHU MECHANICAL ELECTRICAL CO LTD,CMA-CGM ECUADOR S.A.,CHINA,0,1900009 -CORNEJO & IGLESIAS ASOCIADOS S.A.,CMA CGM MUNDRA,CEC2021CMAU0013,ASNGB008585,05907400-INARPI S.A.,40449,AFORO-AFORO AUTOMATICO,GUAYAS DURAN ELOY ALFARO DURAN VIA DURAN TAMBO KM 8 Y SN,20210104,20210203,20210209,20210210,JH200908PR03-2,PE WATERPROOF COVER NYLON MOTOR COVER FAN REDUCER 1 17 REGULAR OIL,MAQUINA PARA USO ACUICOLA,DIVA,2021,YC-8P,583.97,20210209,20210209,FOB,FARLETZA S.A.,,0,CEC2021CMAU001304280004,20210218
09-02-2021,IMPORTACION A CONSUMO,028-2021-10-00113498,01005598,1,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADOR DE PALETAS,SM,NUEVA,7381,257,NUMERO DE UNIDADES,0,119505,21538.52,608.36,141651.88,"WENLING FOREIGN TRADING CO.,LTD",BROOM-ECUADOR S.A.,CHINA,5,1905355 -WCA WLADIMIR COKA ASOCIADOS S.A.,LONG BEACH TRADER,CEC2021WHLU5446,NGLN00226700,05907400-INARPI S.A.,25555.04,AFORO-AFORO AUTOMATICO,EL ORO / MACHALA / VIA PASAJE KM 5,20210104,20210202,20210209,20210210,925WA203321,AERATOR  8 PADDLE,AIREADOR DE PALETAS,SM,2020,SM,465,20210209,20210209,FOB,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021WHLU54462032,20210211
09-02-2021,IMPORTACION A CONSUMO,028-2021-10-00113498,01005598,2,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADOR DE PALETAS,SM,NUEVA,7381,46,NUMERO DE UNIDADES,0,32338,5828.32,164.62,38330.94,"WENLING FOREIGN TRADING CO.,LTD",BROOM-ECUADOR S.A.,CHINA,5,1905355 -WCA WLADIMIR COKA ASOCIADOS S.A.,LONG BEACH TRADER,CEC2021WHLU5446,NGLN00226700,05907400-INARPI S.A.,4574.06,AFORO-AFORO AUTOMATICO,EL ORO / MACHALA / VIA PASAJE KM 5,20210104,20210202,20210209,20210210,925WA203321,AERATOR  16 PADDLE,AIREADOR DE PALETAS,SM,2020,SM,703,20210209,20210209,FOB,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021WHLU54462032,20210211
09-02-2021,IMPORTACION A CONSUMO,028-2021-10-00113498,01005598,3,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADOR DE PALETAS,SM,NUEVA,7381,46,NUMERO DE UNIDADES,0,31050,5596.18,158.06,36804.24,"WENLING FOREIGN TRADING CO.,LTD",BROOM-ECUADOR S.A.,CHINA,5,1905355 -WCA WLADIMIR COKA ASOCIADOS S.A.,LONG BEACH TRADER,CEC2021WHLU5446,NGLN00226700,05907400-INARPI S.A.,4574.06,AFORO-AFORO AUTOMATICO,EL ORO / MACHALA / VIA PASAJE KM 5,20210104,20210202,20210209,20210210,925WA203321,AERATOR  16 PADDLE,AIREADOR DE PALETAS,SM,2020,SM,675,20210209,20210209,FOB,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021WHLU54462032,20210211
05-02-2021,IMPORTACION A CONSUMO,028-2021-10-00104055,00000054,6,0190007510001,ALMACENES JUAN ELJURI CIA. LTDA.,CHINA,CHINA,HONGQIAO AIRPORT,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",VIBRADOR POKER,MASALTA,NUEVA,112,70,NUMERO DE UNIDADES,0,4472.56,355.38,18.69,4846.63,MASALTA CO.LIMITED,GREENANDES ECUADOR S.A.,CHINA,0,1908273 -VINTIMILLA CASTRO MAURO PATRICIO,LONG BEACH TRADER,CEC2021WHLU5446,SHX60324112,05907400-INARPI S.A.,754.87,AFORO-AFORO AUTOMATICO,AV. GIL RAMIREZ DAVALOS 5-32 Y ARMENILLAS,20210106,20210202,20210205,20210208,MA20C372,VIBRATOR POKER MVP38X6M WITH DYNAPAC COUPLING,REPUESTOS,MASALTA,2020,SIN MODELO,63.89,20210205,20210205,FOB,ECONOTRANS ECUADOR S.A.,,0,CEC2021WHLU544640300001,20210209
05-02-2021,IMPORTACION A CONSUMO,028-2021-10-00104055,00000054,8,0190007510001,ALMACENES JUAN ELJURI CIA. LTDA.,CHINA,CHINA,HONGQIAO AIRPORT,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CORTADOR DE CONCRETO,MASALTA,NUEVA,112,28,NUMERO DE UNIDADES,0,16874.99,1340.83,70.53,18286.35,MASALTA CO.LIMITED,GREENANDES ECUADOR S.A.,CHINA,0,1908273 -VINTIMILLA CASTRO MAURO PATRICIO,LONG BEACH TRADER,CEC2021WHLU5446,SHX60324112,05907400-INARPI S.A.,2848.12,AFORO-AFORO AUTOMATICO,AV. GIL RAMIREZ DAVALOS 5-32 Y ARMENILLAS,20210106,20210202,20210205,20210208,MA20C372,CONCRETE CUTTER MF16-4 W/O BLADE (HONDA GX390 SXC) WITH OIL ALERT,CORTADOR DE CONCRETO,MASALTA,2020,MF16-4,602.68,20210205,20210205,FOB,ECONOTRANS ECUADOR S.A.,,0,CEC2021WHLU544640300001,20210209
10-02-2021,IMPORTACION A CONSUMO,028-2021-10-00115660,00000270,86,1.20153E+12,LARCO RIVERA HERWIN ROGER,TURKEY,TURKEY,AMBARLI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",PLANCHA DE AGITACION MAGNETICA 100 1500 RPM DIGITAL 13 5 CM DIAM 115V,INTERLAB,NUEVA,9,1,NUMERO DE UNIDADES,0,120.29,6.69,1.2,128.18,INTERLAB LABORATUAR URUNLERI SAN.TIC.A.S,MAERSK DEL ECUADOR C.A.,TURKEY,1,1777796 -MONTALVO PAZMIÑO GABRIELA CRISTINA,SAFMARINE NOKWANDA,CEC2021MAEU0067,911647646,05909025-CONTECON GUAYAQUIL S.A.,0.79,AFORO-AFORO AUTOMATICO,HERWIN ROGER LARCO RIVERA 1201527379001 AV REAL AUDIENCIA N66-97 Y DE LOS EUCALIPTOS QUITO - ECUADOR,20210106,20210205,20210210,20210210,IHR2020000000569,STIRRER MAGNETIC LED DISPLAY,LABORATORY CHEMICALS AND GLASS PLASTICS WARES,INTERLAB,2020,I.613.03.001,120.29,20210210,20210210,CFR,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021MAEU00670021,20210218
10-02-2021,IMPORTACION A CONSUMO,028-2021-10-00115660,00000270,87,1.20153E+12,LARCO RIVERA HERWIN ROGER,TURKEY,TURKEY,AMBARLI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",PLANCHA DE AGITACION MAGNETICA 100 1500 RPM DIGITAL 13 5 CM DIAM 115V,INTERLAB,NUEVA,9,1,NUMERO DE UNIDADES,0,120.29,6.69,1.2,128.18,INTERLAB LABORATUAR URUNLERI SAN.TIC.A.S,MAERSK DEL ECUADOR C.A.,TURKEY,1,1777796 -MONTALVO PAZMIÑO GABRIELA CRISTINA,SAFMARINE NOKWANDA,CEC2021MAEU0067,911647646,05909025-CONTECON GUAYAQUIL S.A.,0.79,AFORO-AFORO AUTOMATICO,HERWIN ROGER LARCO RIVERA 1201527379001 AV REAL AUDIENCIA N66-97 Y DE LOS EUCALIPTOS QUITO - ECUADOR,20210106,20210205,20210210,20210210,IHR2020000000569,STIRRER MAGNETIC LED DISPLAY,LABORATORY CHEMICALS AND GLASS PLASTICS WARES,INTERLAB,2020,I.613.03.001,120.29,20210210,20210210,CFR,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021MAEU00670021,20210218
04-02-2021,IMPORTACION A CONSUMO,055-2021-10-00100349,00001286,1,0691749681001,TEST LAB SUPPLIERS,CHINA,CHINA,HAIKOU,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",LABORATORY ROLL MIXER INCLUDING ACCESSORIES,TENCAN,NUEVA,1,1,NUMERO DE UNIDADES,0,950,530,9.5,1489.5,CHANGSHA TIANCHUANG POWDER TECH.,AERO EXPRESS DEL ECUADOR TRANSAM C. LTDA.,CHINA,0,1904061 -COMERCIAL ADUANERA INTERNACIONAL RAUL COKA BARRIGA C LTD,HP2110,CEC2021D5001321,9603014665,,45.18,AFORO-AFORO AUTOMATICO,ISLA SEYMOUR N43-189 Y RIO COCA,20210107,20210113,20210204,20210205,TC20201219S,MEZCLADOR DE LABORATORIO CON ACCESORIOS,MOLINO DE BOLAS,TENCAN,2021,QM 5,950,20210204,20210204,CPT,DHL EXPRESS ECUADOR S.A.,,0,CEC2021D500132100030160,20210129
11-02-2021,IMPORTACION A CONSUMO,028-2021-10-00119644,00000455,1,0992758791001,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADORES,SIN MARCA,NUEVA,1960,70,NUMERO DE UNIDADES,0,93660,14976,0,108636,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,2,1777779 -JIMENEZ QUIROZ BORIS LENIN,EVER ELITE,CEC2021EISU0001,031A564424,05907400-INARPI S.A.,29750,AFORO-AFORO AUTOMATICO,"RUC 0992758791001 AVENIDA LAS MONJAS 302 Y CALLE TERCERA, URDESA GUAYAQUIL - ECUADOR",20210111,20210210,20210211,20210216,JH201204SA51-GB,PARA LA INDUSTRIA CAMARONERA,PRODUCTO,SIN MARCA,2021,DIVA-JDLN16,1338,20210211,20210211,CIF,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021EISU00013059,20210219
12-02-2021,IMPORTACION A CONSUMO,028-2021-10-00121131,00000516,3,0990028044001,PLASTICOS PANAMERICANOS PLAPASA S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",SET SECAD0R DE MATERIAL CON TOLVA SHD-100EB,SHINI PLASTICS,NUEVA,7,1,NUMERO DE UNIDADES,0,664.27,48.76,1.32,714.35,"SHINO PLASTICS TECHNOLOGIES, INC",BROOM-ECUADOR S.A.,CHINA,1,1904808 -VENEGAS HERNANDEZ WALTER VICENTE,EVER ELITE,CEC2021EISU0001,NGLN10007000J,05907400-INARPI S.A.,20.25,AFORO-AFORO AUTOMATICO,GUAYAS / GUAYAQUIL / VIA A DAULE KM 14.5 AV. PRINCIPAL S/N,20210111,20210210,20210212,20210212,GALO-085-20200304EP-C,SECADOR DE MATERIAL CON TOLVA,SHD-100EB BUDGET HOPPER DRYERS,SHINI PLASTICS,0,SHD-100EB,664.27,20210212,20210212,FOB,TRANSOCEAN LOGISTICS CORPORATION S.A.,,0,CEC2021EISU000120310009,20210217
12-02-2021,IMPORTACION A CONSUMO,028-2021-10-00121131,00000516,4,0990028044001,PLASTICOS PANAMERICANOS PLAPASA S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",SET SECAD0R DE MATERIAL CON TOLVA SHD-100EB,SHINI PLASTICS,NUEVA,7,1,NUMERO DE UNIDADES,0,664.27,48.76,1.32,714.35,"SHINO PLASTICS TECHNOLOGIES, INC",BROOM-ECUADOR S.A.,CHINA,1,1904808 -VENEGAS HERNANDEZ WALTER VICENTE,EVER ELITE,CEC2021EISU0001,NGLN10007000J,05907400-INARPI S.A.,20.25,AFORO-AFORO AUTOMATICO,GUAYAS / GUAYAQUIL / VIA A DAULE KM 14.5 AV. PRINCIPAL S/N,20210111,20210210,20210212,20210212,GALO-085-20200304EP-C,SECADOR DE MATERIAL CON TOLVA,SHD-100EB BUDGET HOPPER DRYERS,SHINI PLASTICS,0,SHD-100EB,664.27,20210212,20210212,FOB,TRANSOCEAN LOGISTICS CORPORATION S.A.,,0,CEC2021EISU000120310009,20210217
