fecha,REGIMEN ADUANERO,REFRENDO,DAU,ITEM,RUC IMPORTADOR,IMPORTADOR,PAÍS DE ORIGEN,PAIS DE PROCEDENCIA,CIUDAD EMBARQUE,VIA DE TRANSPORTE,ADUANA,PARTIDA ARANCELARIA,DESCRIPCIÓN ARANCELARIA,DESCRIPCION PRODUCTO COMERCIAL,MARCA,ESTADO DE MERCANCIA,BULTOS,CANTIDAD,UNIDAD DE MEDIDA,ADVALOREM,US$ FOB,US$ FLETE,US$ SEGURO,US$ CIF,EMBARCADOR,EMPRESA DE TRANSPORTE,PAÍS DE EMBARQUE,CONTENEDOR,AGENTE DE ADUANA,NAVE,NUMERO DE MANIFIESTO,CONOCIMIENTO EMBARQUE,DEPOSITO COMERCIAL,PESO NETO KG,TIPO AFORO,DIRECCIÓN CONSIGNATARIO,FECHA DE EMBARQUE,FECHA DE LLEGADA,FECHA INGRESO SISTEMA,FECHA PAGO,FACTURA,CARACTERISTICAS,PRODUCTO,MARCA COMERCIAL,AÑO FABRICACIÓN,MODELO MERCADERIA,US$ FOB UNIT,FECHA DE LIQUIDACIÓN,FECHA AFORO,INCOTERM,AGENCIA DE CARGA,CODIGO DE LIBERACION,CÓDIGO TNAN,NUMERO DE CARGA FINAL,FECHA SALIDA,TOTAL AJUSTES,TOTAL OTROS AJUSTES
27-04-2023,IMPORTACION A CONSUMO,055-2023-10-00609053,00001256,2,1.79127E+12,ADITMAQ ADITIVOS Y MAQUINARIAS CIA. LTDA.,GERMANY,GERMANY,BERLIN,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CASCATRODE,HIELSCHER,NUEVA,1,1,NUMERO DE UNIDADES,0,2625.53,-0.01,2.96,2628.49,HIELSCHER ULTRASONICS GMBH,IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,GERMANY,0,01900013-ALAIRE CIA. LTDA.,ECNSC,CEC2023IB003516,007561065631,,2.84,AFORO-AFORO AUTOMATICO,PONCEANO / VICENTE DUQUE N73-85 Y JOSE DE LA REA,20230421,20230421,20230427,20230427,350223004,MAQUINARIA,CASCATRODE,HIELSCHER,2023,CS4d40L3,2625.53,20230427,20230427,CPT,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023IB0035160013,20230427,,69.89
27-04-2023,IMPORTACION A CONSUMO,055-2023-10-00609053,00001256,3,1.79127E+12,ADITMAQ ADITIVOS Y MAQUINARIAS CIA. LTDA.,GERMANY,GERMANY,BERLIN,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",SONOTRODO LARGO,HIELSCHER,NUEVA,1,1,NUMERO DE UNIDADES,0,3693.35,0,4.16,3697.51,HIELSCHER ULTRASONICS GMBH,IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,GERMANY,0,01900013-ALAIRE CIA. LTDA.,ECNSC,CEC2023IB003516,007561065631,,3.99,AFORO-AFORO AUTOMATICO,PONCEANO / VICENTE DUQUE N73-85 Y JOSE DE LA REA,20230421,20230421,20230427,20230427,350223004,MAQUINARIA,LONG SONOTRODE,HIELSCHER,2023,RS4d40L4,3693.35,20230427,20230427,CPT,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023IB0035160013,20230427,,98.32
27-04-2023,IMPORTACION A CONSUMO,055-2023-10-00609053,00001256,4,1.79127E+12,ADITMAQ ADITIVOS Y MAQUINARIAS CIA. LTDA.,GERMANY,GERMANY,BERLIN,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",BOOSTER,HIELSCHER,NUEVA,1,1,NUMERO DE UNIDADES,0,836.65,0,0.94,837.59,HIELSCHER ULTRASONICS GMBH,IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,GERMANY,0,01900013-ALAIRE CIA. LTDA.,ECNSC,CEC2023IB003516,007561065631,,0.9,AFORO-AFORO AUTOMATICO,PONCEANO / VICENTE DUQUE N73-85 Y JOSE DE LA REA,20230421,20230421,20230427,20230427,350223004,MAQUINARIA,BOOSTER,HIELSCHER,2023,B4-1.4,836.65,20230427,20230427,CPT,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023IB0035160013,20230427,,22.27
27-04-2023,IMPORTACION A CONSUMO,055-2023-10-00609053,00001256,5,1.79127E+12,ADITMAQ ADITIVOS Y MAQUINARIAS CIA. LTDA.,GERMANY,GERMANY,BERLIN,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",BOOSTER,HIELSCHER,NUEVA,1,1,NUMERO DE UNIDADES,0,990.77,-0.01,1.12,991.89,HIELSCHER ULTRASONICS GMBH,IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,GERMANY,0,01900013-ALAIRE CIA. LTDA.,ECNSC,CEC2023IB003516,007561065631,,1.07,AFORO-AFORO AUTOMATICO,PONCEANO / VICENTE DUQUE N73-85 Y JOSE DE LA REA,20230421,20230421,20230427,20230427,350223004,MAQUINARIA,BOOSTER,HIELSCHER,2023,B4-1.8,990.77,20230427,20230427,CPT,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023IB0035160013,20230427,,26.38
27-04-2023,IMPORTACION A CONSUMO,055-2023-10-00609053,00001256,6,1.79127E+12,ADITMAQ ADITIVOS Y MAQUINARIAS CIA. LTDA.,GERMANY,GERMANY,BERLIN,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",ADAPTADOR DE SONOTRODO ROSCADO,HIELSCHER,NUEVA,1,1,NUMERO DE UNIDADES,0,1089.84,0,1.23,1091.07,HIELSCHER ULTRASONICS GMBH,IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,GERMANY,0,01900013-ALAIRE CIA. LTDA.,ECNSC,CEC2023IB003516,007561065631,,1.18,AFORO-AFORO AUTOMATICO,PONCEANO / VICENTE DUQUE N73-85 Y JOSE DE LA REA,20230421,20230421,20230427,20230427,350223004,MAQUINARIA,THREADED SONOTRODE ADAPTER,HIELSCHER,2023,SM,1089.84,20230427,20230427,CPT,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023IB0035160013,20230427,,29.01
27-04-2023,IMPORTACION A CONSUMO,055-2023-10-00609053,00001256,7,1.79127E+12,ADITMAQ ADITIVOS Y MAQUINARIAS CIA. LTDA.,GERMANY,GERMANY,BERLIN,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",SOPORTE UNIVERSAL,HIELSCHER,NUEVA,1,1,NUMERO DE UNIDADES,0,500.89,0,0.56,501.45,HIELSCHER ULTRASONICS GMBH,IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,GERMANY,0,01900013-ALAIRE CIA. LTDA.,ECNSC,CEC2023IB003516,007561065631,,0.54,AFORO-AFORO AUTOMATICO,PONCEANO / VICENTE DUQUE N73-85 Y JOSE DE LA REA,20230421,20230421,20230427,20230427,350223004,MAQUINARIA,UNIVERSAL HOLDER,HIELSCHER,2023,ST2-holder,500.89,20230427,20230427,CPT,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023IB0035160013,20230427,,13.33
27-04-2023,IMPORTACION A CONSUMO,055-2023-10-00609053,00001256,8,1.79127E+12,ADITMAQ ADITIVOS Y MAQUINARIAS CIA. LTDA.,GERMANY,GERMANY,BERLIN,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",DIBUJOS DEL SISTEMA,HIELSCHER,NUEVA,1,1,NUMERO DE UNIDADES,0,429.33,0.01,0.48,429.81,HIELSCHER ULTRASONICS GMBH,IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,GERMANY,0,01900013-ALAIRE CIA. LTDA.,ECNSC,CEC2023IB003516,007561065631,,0.46,AFORO-AFORO AUTOMATICO,PONCEANO / VICENTE DUQUE N73-85 Y JOSE DE LA REA,20230421,20230421,20230427,20230427,350223004,MAQUINARIA,DRAWINGS,HIELSCHER,2023,SM,429.33,20230427,20230427,CPT,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023IB0035160013,20230427,,11.43
27-04-2023,IMPORTACION A CONSUMO,028-2023-10-00609961,00000234,1,1.71631E+12,FONSECA FERNANDEZ VIVIANA ELIZABETH,GERMANY,GERMANY,HAMBURG,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",JAW CRUSHER BB500,RETSCH,NUEVA,1,1,NUMERO DE UNIDADES,0,34976.2,323.03,172.08,35471.31,RETSCH GMBH,HAMBURG SÜD ECUADOR S.A.,GERMANY,0,01900016-ANTONIO SALGUERO O & EDUARDO SALGUERO O SERVICIOS ADUANEROS CIA. LTDA,SAFMARINE NOMAZWE,CEC2023MAEU0149,HAMGYEJ01266,05909025-CONTECON GUAYAQUIL S.A.,295,AFORO-AFORO AUTOMATICO,S9D DIEGO DE SANDOVAL OE2-112 Y OE2DPEDRO DORADO QUITO ECUADOR,20230324,20230421,20230427,20230427,AR-4200002721,MEZCLADOR,MEZCLADOR,RETSCH,2023,210030012,34976.2,20230427,20230427,FCA,SACO SHIPPING S.A.,,0,CEC2023MAEU014955331401,,,0
27-04-2023,IMPORTACION A CONSUMO,028-2023-10-00609961,00000234,2,1.71631E+12,FONSECA FERNANDEZ VIVIANA ELIZABETH,NETHERLANDS,GERMANY,HAMBURG,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",V BELT BB500,RETSCH,NUEVA,1,2,NUMERO DE UNIDADES,0,149.85,1.38,0.74,151.97,RETSCH GMBH,HAMBURG SÜD ECUADOR S.A.,GERMANY,0,01900016-ANTONIO SALGUERO O & EDUARDO SALGUERO O SERVICIOS ADUANEROS CIA. LTDA,SAFMARINE NOMAZWE,CEC2023MAEU0149,HAMGYEJ01266,05909025-CONTECON GUAYAQUIL S.A.,590,AFORO-AFORO AUTOMATICO,S9D DIEGO DE SANDOVAL OE2-112 Y OE2DPEDRO DORADO QUITO ECUADOR,20230324,20230421,20230427,20230427,AR-4200002721,CORREAS DE TRANSMISION,CORREAS DE TRANSMISION,RETSCH,2023,052420050,74.92,20230427,20230427,FCA,SACO SHIPPING S.A.,,0,CEC2023MAEU014955331401,,,0
27-04-2023,IMPORTACION A CONSUMO,028-2023-10-00609961,00000234,3,1.71631E+12,FONSECA FERNANDEZ VIVIANA ELIZABETH,TURKEY,GERMANY,HAMBURG,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",BREAKING JAWS FOR BB500,RETSCH,NUEVA,1,1,NUMERO DE UNIDADES,0,2554.25,23.59,12.57,2590.41,RETSCH GMBH,HAMBURG SÜD ECUADOR S.A.,GERMANY,0,01900016-ANTONIO SALGUERO O & EDUARDO SALGUERO O SERVICIOS ADUANEROS CIA. LTDA,SAFMARINE NOMAZWE,CEC2023MAEU0149,HAMGYEJ01266,05909025-CONTECON GUAYAQUIL S.A.,295,AFORO-AFORO AUTOMATICO,S9D DIEGO DE SANDOVAL OE2-112 Y OE2DPEDRO DORADO QUITO ECUADOR,20230324,20230421,20230427,20230427,AR-4200002721,FRENADOR,FRENADOR,RETSCH,2023,230480033,2554.25,20230427,20230427,FCA,SACO SHIPPING S.A.,,0,CEC2023MAEU014955331401,,,0
27-04-2023,IMPORTACION A CONSUMO,028-2023-10-00613106,00001867,9,1.60034E+12,GUATUMILLO VALLEJO CRISTIAN DAVID,CHINA,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MAQUINA AGITADORA POLVO,SM,NUEVA,147,2,NUMERO DE UNIDADES,0,1000,27.48,10.11,1037.59,"SHANDONG QINTANG LASER AUTOMATION EQUIPMENT CO., LTD.",MAERSK DEL ECUADOR C.A.,CHINA,1,01900488-ARTEAGA IBARRA TOMAS MANUEL,CLIFFORD MAERSK,CEC2023MAEU0155,226005381,05909025-CONTECON GUAYAQUIL S.A.,393.4,AFORO-AFORO FISICO INTRUSIVO,ADD: AV. MACHALA 516 Y PADRE SOLANO ECUADOR,20230326,20230424,20230427,20230427,P20230320,MAQUINA AGITADORA DE POLVO,MAQUINA AGITADORA POLVO,SM,0,SM,500,20230427,,FOB,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023MAEU01550333,,,0
27-04-2023,IMPORTACION A CONSUMO,028-2023-10-00613123,00014618,1,0990021279001,CRISTALERIA DEL ECUADOR S.A. CRIDESA,UNITED STATES,UNITED STATES OF AMERICA,MIAMI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",VIBRATOR SYNTRON MAGNETIC FMC,LO TRDING,NUEVA,7,1,NUMERO DE UNIDADES,0,1675,0.79,0.31,1676.1,L.O TRADING,CITIKOLD S.A.,UNITED STATES,0,01900007-ROCALVI S.A.,HELLE RITSCHER,CEC2023SMLU0076,HBL-36013,05909025-CONTECON GUAYAQUIL S.A.,19.05,AFORO-AFORO AUTOMATICO,VIA PERIMETRAL KM 22.5 S/N,20230414,20230422,20230427,,189093,VIBRATOR SYNTRON MAGNETIC FMC,VIBRATOR SYNTRON MAGNETIC FMC,LO TRDING,2023,40037127,1675,20230531,20230427,FOB,WISE CARGO ECUADOR WICARGO S.A.,,0,CEC2023SMLU007600796013,20230428,,0
28-04-2023,IMPORTACION A CONSUMO,028-2023-10-00619257,01017461,1,0993188816001,I&V BIO S.A.,THAILAND,THAILAND,BANGKOK,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MAQUINA MEZCLADORA DE ARTEMIA,AIT,NUEVA,1017,2,NUMERO DE UNIDADES,0,788.07,32.82,0.91,821.8,"AQUA INTEGRATED TECHNOLOGY CO., LTD.",AGENCIA MARITIMA GLOBAL MARGLOBAL SA,THAILAND,0,01905355-WCA WLADIMIR COKA ASOCIADOS S.A.,KOTA PUSAKA,CEC2023PCIU0005,GOSZX23020740,05907400-INARPI S.A.,0.19,AFORO-AFORO AUTOMATICO,GUAYAS / GUAYAQUIL / TARQUI / AV. PEDRO M. GILBERT S/N,20230228,20230430,20230428,20230428,EX2023/006,Mixers,MAQUINA MEZCLADORA DE ARTEMIA,AIT,2023,SM,394.04,20230428,20230428,EXW,STARCARGO CIA. LTDA,,0,CEC2023PCIU000531300001,,,0
28-04-2023,IMPORTACION A CONSUMO,028-2023-10-00619801,00000854,56,1.7914E+12,DIMPOFER CIA. LTDA.,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MAQUINA GRANIZADORA MANUAL,SM,NUEVA,1172,30,NUMERO DE UNIDADES,0,1559.74,4.79,0,1559.74,"SHANGHAI SHERPA M&E CO.,LTD.",BROOM-ECUADOR S.A.,CHINA,1,01900884-BUSTILLOS VIERA OLGA INES,KOTA PUSAKA,CEC2023PCIU0005,SHHP30153200,05907400-INARPI S.A.,570,AFORO-AFORO DOCUMENTAL,"PANAMERICANA SUR KM.14,1/2,QUITO,ECUADOR",20230327,20230430,20230428,20230428,SHS0230304,ARTICULOS Y ACCESORIOS DE FERRETERIA,MAQUINA GRANIZADORA MANUAL,SM,2023,8/ISM,51.99,20230428,,CIF,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023PCIU00050140,,,44.22
02-04-2023,IMPORTACION A CONSUMO,028-2023-10-00472432,01000376,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,2647,216,NUMERO DE UNIDADES,0,149256,5154,138.97,154548.97,HUBEI PROVINCIAL JIAXIN MACHINERY IMPORT AND EXPORT CO LT,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,3,01904810-VERA SERRANO JORGE LUIS,EVER ENVOY,CEC2023EISU0002,025D521869,05907400-INARPI S.A.,44561,AFORO-AFORO AUTOMATICO,AVENIDA RODRIGO CHAVEZ 274 Y AVENIDA TANCA MARENGO,20230221,20230401,20230402,,FD23H905,RUEDAS DE PALETAS,AERADORES,S/MARCA,0,S/MODELO,691,20230402,20230402,FOB,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023EISU00023020,20230403,,0
02-04-2023,IMPORTACION A CONSUMO,028-2023-10-00472445,01000378,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADORES 3.5 HP 440V,S/MARCA,NUEVA,2652,152,NUMERO DE UNIDADES,0,73568,3121.74,69.02,76758.77,"ZHEJIANG YIYANG IMPORT AND EXPORT CO., LTD.",AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,2,01904810-VERA SERRANO JORGE LUIS,EVER ENVOY,CEC2023EISU0002,031D505744,05907400-INARPI S.A.,18515.11,AFORO-AFORO AUTOMATICO,PARQUE EMPRESARIAL COLON EDIFICIO PACIFICA CENTER PISO 1OF .108,20230226,20230401,20230402,,YH-EC2023021701,AIREADORES,AIREADORES 3.5 HP 440V,S/MARCA,0,S/MODELO,484,20230402,20230402,FOB,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2023EISU00023045,20230404,,0
03-04-2023,IMPORTACION A CONSUMO,055-2023-10-00474014,00000888,1,1.79245E+12,ZATOTEK S.A.,GERMANY,GERMANY,DUSSELDORF,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",DISPERSO DE DISOLVOR DE TRABAJO,VMA,NUEVA,1,1,NUMERO DE UNIDADES,0,9665.85,383.71,22.03,10071.58,VMA-GETZMANN GMBH,IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,GERMANY,0,01900013-ALAIRE CIA. LTDA.,ECNIS,CEC2023IB003491,DUS-23030060,,32.95,AFORO-AFORO AUTOMATICO,PICHINCHA / QUITO / CARCELEN / PANAMERICANA NORTE OE1-51 Y JOAQUIN MANCHENO,20230322,20230323,20230403,20230403,340153,LABORDISSOLVER DISPERMAT,DISPERSO DE DISOLVOR DE TRABAJO,VMA,2023,D40 CV3 PLUS,9665.85,20230403,20230403,EXW,STARCARGO CIA. LTDA,,0,CEC2023IB00349100240001,20230404,,0
03-04-2023,IMPORTACION A CONSUMO,055-2023-10-00474014,00000888,2,1.79245E+12,ZATOTEK S.A.,GERMANY,GERMANY,DUSSELDORF,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",TERMOMETRO DE RESISTENCIA PT 100,VMA,NUEVA,1,1,NUMERO DE UNIDADES,0,452.49,17.97,1.03,471.49,VMA-GETZMANN GMBH,IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,GERMANY,0,01900013-ALAIRE CIA. LTDA.,ECNIS,CEC2023IB003491,DUS-23030060,,1.54,AFORO-AFORO AUTOMATICO,PICHINCHA / QUITO / CARCELEN / PANAMERICANA NORTE OE1-51 Y JOAQUIN MANCHENO,20230322,20230323,20230403,20230403,340153,PT 100 RESISTANCE THERMOMETER,TERMOMETRO DE RESISTENCIA PT 100,VMA,2023,D11 AE-PT100,452.49,20230403,20230403,EXW,STARCARGO CIA. LTDA,,0,CEC2023IB00349100240001,20230404,,0
03-04-2023,IMPORTACION A CONSUMO,055-2023-10-00474014,00000888,3,1.79245E+12,ZATOTEK S.A.,GERMANY,GERMANY,DUSSELDORF,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",EQUIPO DE FIJACION PT 100,VMA,NUEVA,1,1,NUMERO DE UNIDADES,0,184.27,7.31,0.42,192,VMA-GETZMANN GMBH,IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,GERMANY,0,01900013-ALAIRE CIA. LTDA.,ECNIS,CEC2023IB003491,DUS-23030060,,0.63,AFORO-AFORO AUTOMATICO,PICHINCHA / QUITO / CARCELEN / PANAMERICANA NORTE OE1-51 Y JOAQUIN MANCHENO,20230322,20230323,20230403,20230403,340153,PT 100 FIXING EQUIPMENT,EQUIPO DE FIJACION PT 100,VMA,2023,PT100-HALTER,184.27,20230403,20230403,EXW,STARCARGO CIA. LTDA,,0,CEC2023IB00349100240001,20230404,,0
03-04-2023,IMPORTACION A CONSUMO,055-2023-10-00474014,00000888,4,1.79245E+12,ZATOTEK S.A.,GERMANY,GERMANY,DUSSELDORF,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",SISTEMA DE FRESADO TORUSMILL,VMA,NUEVA,1,1,NUMERO DE UNIDADES,0,3931.76,156.09,8.96,4096.81,VMA-GETZMANN GMBH,IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,GERMANY,0,01900013-ALAIRE CIA. LTDA.,ECNIS,CEC2023IB003491,DUS-23030060,,13.4,AFORO-AFORO AUTOMATICO,PICHINCHA / QUITO / CARCELEN / PANAMERICANA NORTE OE1-51 Y JOAQUIN MANCHENO,20230322,20230323,20230403,20230403,340153,MILLING SYSTEM TORUSMILL,SISTEMA DE FRESADO TORUSMILL,VMA,2023,TML05-MS,3931.76,20230403,20230403,EXW,STARCARGO CIA. LTDA,,0,CEC2023IB00349100240001,20230404,,0
03-04-2023,IMPORTACION A CONSUMO,055-2023-10-00474014,00000888,5,1.79245E+12,ZATOTEK S.A.,GERMANY,GERMANY,DUSSELDORF,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CONTENEDOR DE DISPERSION DE DOBLE PARED,VMA,NUEVA,1,1,NUMERO DE UNIDADES,0,1632.24,64.8,3.72,1700.76,VMA-GETZMANN GMBH,IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,GERMANY,0,01900013-ALAIRE CIA. LTDA.,ECNIS,CEC2023IB003491,DUS-23030060,,5.57,AFORO-AFORO AUTOMATICO,PICHINCHA / QUITO / CARCELEN / PANAMERICANA NORTE OE1-51 Y JOAQUIN MANCHENO,20230322,20230323,20230403,20230403,340153,DOUBLE WALL DISPERSION CONTAINER,CONTENEDOR DE DISPERSION DE DOBLE PARED,VMA,2023,D20-001000,1632.24,20230403,20230403,EXW,STARCARGO CIA. LTDA,,0,CEC2023IB00349100240001,20230404,,0
03-04-2023,IMPORTACION A CONSUMO,055-2023-10-00474014,00000888,6,1.79245E+12,ZATOTEK S.A.,GERMANY,GERMANY,DUSSELDORF,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",ENGANCHE RAPIDO HEMBRA PARA DOBLE,VMA,NUEVA,1,2,NUMERO DE UNIDADES,0,143.93,5.72,0.33,149.97,VMA-GETZMANN GMBH,IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,GERMANY,0,01900013-ALAIRE CIA. LTDA.,ECNIS,CEC2023IB003491,DUS-23030060,,0.49,AFORO-AFORO AUTOMATICO,PICHINCHA / QUITO / CARCELEN / PANAMERICANA NORTE OE1-51 Y JOAQUIN MANCHENO,20230322,20230323,20230403,20230403,340153,FEMALE QUICK COUPLER FOR DOUBLE,ENGANCHE RAPIDO HEMBRA PARA DOBLE,VMA,2023,D22-000001,71.97,20230403,20230403,EXW,STARCARGO CIA. LTDA,,0,CEC2023IB00349100240001,20230404,,0
03-04-2023,IMPORTACION A CONSUMO,055-2023-10-00474014,00000888,7,1.79245E+12,ZATOTEK S.A.,GERMANY,GERMANY,DUSSELDORF,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CUBIERTA DIVIDIDA PARA TRABAJO PESADO PARA 1000,VMA,NUEVA,1,1,NUMERO DE UNIDADES,0,443.77,17.62,1.01,462.4,VMA-GETZMANN GMBH,IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,GERMANY,0,01900013-ALAIRE CIA. LTDA.,ECNIS,CEC2023IB003491,DUS-23030060,,1.51,AFORO-AFORO AUTOMATICO,PICHINCHA / QUITO / CARCELEN / PANAMERICANA NORTE OE1-51 Y JOAQUIN MANCHENO,20230322,20230323,20230403,20230403,340153,HEAVY DUTY SPLIT COVER FOR 1000,CUBIERTA DIVIDIDA PARA TRABAJO PESADO PARA 1000,VMA,2023,D21 001000,443.77,20230403,20230403,EXW,STARCARGO CIA. LTDA,,0,CEC2023IB00349100240001,20230404,,0
03-04-2023,IMPORTACION A CONSUMO,055-2023-10-00474014,00000888,8,1.79245E+12,ZATOTEK S.A.,GERMANY,GERMANY,DUSSELDORF,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",RECARGO DE MATERIAL,VMA,NUEVA,1,1,NUMERO DE UNIDADES,0,822.72,32.66,1.88,857.25,VMA-GETZMANN GMBH,IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,GERMANY,0,01900013-ALAIRE CIA. LTDA.,ECNIS,CEC2023IB003491,DUS-23030060,,2.81,AFORO-AFORO AUTOMATICO,PICHINCHA / QUITO / CARCELEN / PANAMERICANA NORTE OE1-51 Y JOAQUIN MANCHENO,20230322,20230323,20230403,20230403,340153,MATERIAL SURCHARGE,RECARGO DE MATERIAL,VMA,2023,MTZ,822.72,20230403,20230403,EXW,STARCARGO CIA. LTDA,,0,CEC2023IB00349100240001,20230404,,0
