fecha,REGIMEN ADUANERO,REFRENDO,DAU,ITEM,RUC IMPORTADOR,IMPORTADOR,PAÍS DE ORIGEN,PAIS DE PROCEDENCIA,CIUDAD EMBARQUE,VIA DE TRANSPORTE,ADUANA,PARTIDA ARANCELARIA,DESCRIPCIÓN ARANCELARIA,DESCRIPCION PRODUCTO COMERCIAL,MARCA,ESTADO DE MERCANCIA,BULTOS,CANTIDAD,UNIDAD DE MEDIDA,ADVALOREM,US$ FOB,US$ FLETE,US$ SEGURO,US$ CIF,EMBARCADOR,EMPRESA DE TRANSPORTE,PAÍS DE EMBARQUE,CONTENEDOR,AGENTE DE ADUANA,NAVE,NUMERO DE MANIFIESTO,CONOCIMIENTO EMBARQUE,DEPOSITO COMERCIAL,PESO NETO KG,TIPO AFORO,DIRECCIÓN CONSIGNATARIO,FECHA DE EMBARQUE,FECHA DE LLEGADA,FECHA INGRESO SISTEMA,FECHA PAGO,FACTURA,CARACTERISTICAS,PRODUCTO,MARCA COMERCIAL,AÑO FABRICACIÓN,MODELO MERCADERIA,US$ FOB UNIT,FECHA DE LIQUIDACIÓN,FECHA AFORO,INCOTERM,AGENCIA DE CARGA,CODIGO DE LIBERACION,CÓDIGO TNAN,NUMERO DE CARGA FINAL,FECHA SALIDA,TOTAL AJUSTES,TOTAL OTROS AJUSTES
29-09-2022,IMPORTACION A CONSUMO,028-2022-10-01138279,00000310,1,1.79099E+12,HDM ELQUITECNICA CIA. LTDA.,CHINA,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",TAMIZADOR,"BIOBASE BIOLON CO, LTD",NUEVA,3,2,NUMERO DE UNIDADES,0,1420.66,384.6,14.23,1819.49,BIOBASE BIOLIN CO LTD,COSCO SHIPPING LINES ECUADOR CIA. LTDA.,CHINA,0,01904682-VASCONEZ SURATY TELMO ANIBAL,KOTA CEMPAKA,CEC2022PCIU0015,LQDGYE22070576GYE,05907400-INARPI S.A.,84.83,AFORO-AFORO AUTOMATICO,AV REPUBLICA DEL SALVADOR N35 182 Y SUECIA,20220726,20220925,20220929,20220929,BKHE220608C-468,TAMIZADOR,CARGA GENERAL,"BIOBASE BIOLON CO, LTD",0,BK-TS300,710.33,20220929,20220929,EXW,MARITIME SERVICES LINE DEL ECUADOR MSL DEL ECUADOR S.A.,-,0,CEC2022PCIU001510730006,,,
29-09-2022,IMPORTACION A CONSUMO,028-2022-10-01138324,01001288,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADORES 3.5 HP 440V,S/MARCA,NUEVA,2628,164,NUMERO DE UNIDADES,0,81950.8,12635.84,85.13,94671.77,ZHEJIANG YIYANG IMPORT AND,BROOM-ECUADOR S.A.,CHINA,2,01904810-VERA SERRANO JORGE LUIS,WAN HAI 722,CEC2022WHLU5540,NGPX20391900,05907400-INARPI S.A.,19663.49,AFORO-AFORO AUTOMATICO,"CENTRO EMPRESARIAL COLON,EMPRESARIAL 3.OFICINA 210",20220826,20220927,20220929,20220929,YH-EC2022071401-3,AIREADORES,AIREADORES 3 HP 460V,S/MARCA,0,S/MODELO,499.7,20220929,20220929,FOB,ZZ OTROS NO IDENTIFICADOS,-,0,CEC2022WHLU55402024,,,
29-09-2022,IMPORTACION A CONSUMO,028-2022-10-01139438,00000340,1,1.10174E+12,SEGARRA AGUILAR LUIS ANTONIO,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",TRIRURADORA,SIN MARCA,NUEVA,4,1,NUMERO DE UNIDADES,0,11000,8490,195,19685,JIANGYIN BAOLI MACHINERY MANUFACTURING CO LTD,COSCO SHIPPING LINES ECUADOR CIA. LTDA.,CHINA,0,01903331-OBANDO NARANJO JOSE RICARDO,WAN HAI 621,CEC2022WHLU5536,GOSZX22080035,05907400-INARPI S.A.,2200,AFORO-AFORO FISICO INTRUSIVO,EL CISNE Y 7MA NORTE,20220818,20220921,20220929,20220929,BL20220722,TRITURADORA,TRITURADORA,SIN MARCA,2022,SIN MOELO,11000,20220929,20220930,FOB,GLOVAL-SHIPPING ECUADOR CIA.LTDA,-,0,CEC2022WHLU553611070001,,,
30-09-2022,IMPORTACION A CONSUMO,028-2022-10-01141677,00005637,5,1.20571E+12,SORIA LUDISACA JAIME ALFREDO,CHINA,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR,N/A,NUEVA,7,2,NUMERO DE UNIDADES,0,480,112.14,4.8,596.94,JINAN OASIS DRY CLEANING AND LAUNDRY EQUIPMENT CO LTD,MAERSK DEL ECUADOR C.A.,CHINA,0,01777793-PACUSTOMS CIA. LTDA.,MAERSK SHAMS,CEC2022MAEU0348,LQDGYE22080902GYE,05909025-CONTECON GUAYAQUIL S.A.,347.56,AFORO-AFORO FISICO INTRUSIVO,LA TRONCAL JB MOGROVEJO Y MANABI,20220829,20220928,20220930,20220930,XL20220602HB265,AGITADOR,AGITADOR,N/A,0,BLD09-11-0.55KW,240,20220930,,FOB,MARITIME SERVICES LINE DEL ECUADOR MSL DEL ECUADOR S.A.,-,0,CEC2022MAEU034802380004,,,
30-09-2022,IMPORTACION A CONSUMO,028-2022-10-01142963,00001611,2,0992179155001,APRACOM S.A.,CHINA,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR MEZCLADOR,ZHUCHENG,NUEVA,3,2,NUMERO DE UNIDADES,0,8986,1755.18,13.84,10755.02,ZHUCHENG HUAGANG MACHINERY CO LTD,MAERSK DEL ECUADOR C.A.,CHINA,0,01777781-SARZOSA FLORES JUAN CARLOS,MAERSK SHAMS,CEC2022MAEU0348,LQDGYE22081069GYE,05909025-CONTECON GUAYAQUIL S.A.,822.34,AFORO-AFORO AUTOMATICO,VIA DURAN TAMBO KM 4 5 EDIF PARQUE INDUSTRIAL SAI BABA,20220829,20220928,20220930,20220930,HG202205180102,AGITADOR MEZCLADOR,PRODUCTO,ZHUCHENG,0,NA,4493,20220930,20220930,FOB,MARITIME SERVICES LINE DEL ECUADOR MSL DEL ECUADOR S.A.,-,0,CEC2022MAEU034802380005,,,
30-09-2022,IMPORTACION A CONSUMO,028-2022-10-01144753,00012047,1,1.79053E+12,HALLIBURTON LATIN AMERICA S.R.L.,UNITED STATES,COLOMBIA,CARTAGENA,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",SEMIRREMOLQUE,HALLIBURTON,USADA,1,1,NUMERO DE UNIDADES,0,170892.09,0.01,100.45,170992.54,HALLIBURTON LATIN AMERICA SA,CMA-CGM ECUADOR S.A.,COLOMBIA,0,01900008-FMA FRANCISCO MOSQUERA AULESTIA CIA. LTDA.,ALEXANDRA,CEC2022CMAU0134,BGA0340763,05777781-DPWORLD POSORJA S.A.,24700,AFORO-AFORO AUTOMATICO,"AV. AMAZONAS N37-29 Y VILLALENGUA EDIF. EUROCENTER, PISO 7",20220920,20220929,20220930,,4629539,TRLR MIX GEL DRY STYLE,SEMIRREMOLQUE,HALLIBURTON,2006,L252L1G708,170892.09,20221007,20220930,CFR,ZZ OTROS NO IDENTIFICADOS,-,0,CEC2022CMAU01340001,,1,30000
01-09-2022,IMPORTACION A CONSUMO,055-2022-10-01000987,02005313,1,0992382333001,LABOMERSA S.A.,CHINA,CHINA,BEIJING,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR VORTEX TIPO MX SUSA PARA USO EN LABORATORIO DE 110 V 60 HZ,DLAB SCIENTIFIC CO LTD,NUEVA,13,78,NUMERO DE UNIDADES,0,390,165.75,3.89,559.65,DLAB SCIENTIFIC,TRANSOCEANICA COMPAÑIA LIMITADA,CHINA,0,01777857-SIATIADUANAS S.A.,N773AX,CEC2022M7020116,16048950215,,5.14,AFORO-AFORO AUTOMATICO,CIUDADELA BELLAVISTA MANZANA 14 VILLA 26 A,20220830,20220830,20220901,20220901,DL20221329,MX SUSA ORBITAL SHAKER PUG 110V60HZ,AGITADOR VORTEX TIPO MX SUSA PARA USO EN LABORATORIO DE 110 V 60 HZ,DLAB SCIENTIFIC CO LTD,2022,8031102000,5,20220901,20220901,FOB,ZZ OTROS NO IDENTIFICADOS,-,0,CEC2022M70201160003,20220901,,
01-09-2022,IMPORTACION A CONSUMO,055-2022-10-01000987,02005313,8,0992382333001,LABOMERSA S.A.,CHINA,CHINA,BEIJING,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",PLATO AGITADOR CALENTADOR DIGITAL VOLTAJE 110V 50 60 HZ,DLAB SCIENTIFIC CO LTD,NUEVA,13,880,NUMERO DE UNIDADES,0,880,374.01,8.8,1262.81,DLAB SCIENTIFIC,TRANSOCEANICA COMPAÑIA LIMITADA,CHINA,0,01777857-SIATIADUANAS S.A.,N773AX,CEC2022M7020116,16048950215,,57.97,AFORO-AFORO AUTOMATICO,CIUDADELA BELLAVISTA MANZANA 14 VILLA 26 A,20220830,20220830,20220901,20220901,DL20221329,MS H340 S4 US PLUG 110V 50HZ 60HZ,PLATO AGITADOR CALENTADOR DIGITAL VOLTAJE 110V 50 60 HZ,DLAB SCIENTIFIC CO LTD,2022,8030271110,1,20220901,20220901,FOB,ZZ OTROS NO IDENTIFICADOS,-,0,CEC2022M70201160003,20220901,,
01-09-2022,IMPORTACION A CONSUMO,055-2022-10-01001341,00002327,25,1.20153E+12,LARCO RIVERA HERWIN ROGER,UNITED STATES,UNITED STATES,MIAMI,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",VORTEX,UNITECHUSA SCIENTIFIC SOLUTIONS,NUEVA,61,1,NUMERO DE UNIDADES,0,203.75,29.04,2.68,235.47,FISHER SCIENTIFC,ATLAS AIR INC,UNITED STATES,0,01902495-LASSO SALAZAR JOSE JAVIER,N476MC,CEC20225Y022129,422200860,05000002-EMSAAIRPORT SERVICES CEM,7.99,AFORO-AFORO FISICO INTRUSIVO,PICHINCHA QUITO CARCELEN AV REAL AUDIENCIA N6697 Y DE LOS EUCALIPTOS,20220824,20220824,20220901,20220901,INV0042356,VORTEX,PT,UNITECHUSA SCIENTIFIC SOLUTIONS,0,2215414,203.75,20220901,20220905,FOB,FARLETZA S.A.,-,0,CEC20225Y02212900310001,20220906,,
07-09-2022,IMPORTACION A CONSUMO,055-2022-10-01026307,00003338,6,1.79136E+12,BAKER HUGHES SERVICES INTERNATIONAL S.A.S,UNITED STATES,ARGENTINA,EZEISA APT/BUENOS AIRES,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CONSTANT SPEED MIXER CHANDLER,CHANDLER,USADA,6,1,NUMERO DE UNIDADES,0,1341.93,3.88,13.42,1355.35,BAKER HUGEHS,TRANSOCEANICA COMPAÑIA LIMITADA,ARGENTINA,0,01777859-SERVICIOS ADUANEROS CORPORATIVOS SACPC S.A.,CCCXE,CEC2022LA030703,1048326111,,76.61,AFORO-AFORO AUTOMATICO,AVDA MANUEL CORDOVA GALARZA OE4 36 QUITO,20220906,20220906,20220907,20220907,PPLABEC001,CONSTANT SPEED MIXER CHANDLER,CONSTANT SPEED MIXER CHANDLER,CHANDLER,2022,LXAU-0062,1341.93,20220907,20220907,CPT,KUEHNE + NAGEL S.A.,-,0,CEC2022LA03070300050001,20220908,1,24.21
07-09-2022,IMPORTACION A CONSUMO,055-2022-10-01026307,00003338,11,1.79136E+12,BAKER HUGHES SERVICES INTERNATIONAL S.A.S,UNITED STATES,ARGENTINA,EZEISA APT/BUENOS AIRES,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CONSTANT SPEED MIXER CHANDLER,FANN,USADA,6,1,NUMERO DE UNIDADES,0,1341.93,3.88,13.42,1355.35,BAKER HUGEHS,TRANSOCEANICA COMPAÑIA LIMITADA,ARGENTINA,0,01777859-SERVICIOS ADUANEROS CORPORATIVOS SACPC S.A.,CCCXE,CEC2022LA030703,1048326111,,76.61,AFORO-AFORO AUTOMATICO,AVDA MANUEL CORDOVA GALARZA OE4 36 QUITO,20220906,20220906,20220907,20220907,PPLABEC001,CONSTANT SPEED MIXER CHANDLER,CONSTANT SPEED MIXER CHANDLER,FANN,2022,LXAU-0062,1341.93,20220907,20220907,CPT,KUEHNE + NAGEL S.A.,-,0,CEC2022LA03070300050001,20220908,1,24.21
09-09-2022,IMPORTACION A CONSUMO,055-2022-10-01036082,00011315,1,0991279261001,TETRA PAK CIA LTDA,DENMARK,SWEDEN,STURUP (MALMO),AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR ALS SANITARY,ALFA LAVAL,NUEVA,1,1,NUMERO DE UNIDADES,0,3078.21,872.01,0.56,3950.77,ALFA LAVAL,IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,SWEDEN,0,01900008-FMA FRANCISCO MOSQUERA AULESTIA CIA. LTDA.,ECNMZ,CEC2022IB003340,7561399063,,56.22,AFORO-AFORO AUTOMATICO,IÑAQUITO / CALLE LUXEMBURGO N34-359 Y AV PORTUGAL,20220908,20220908,20220909,20220909,18585270,AGITADOR ALS SANITARY,AGITADOR ALS SANITARY,ALFA LAVAL,2022,9618024392,3078.21,20220909,20220909,FCA,ZZ OTROS NO IDENTIFICADOS,-,0,CEC2022IB0033400013,20220912,,
13-09-2022,IMPORTACION A CONSUMO,055-2022-10-01052803,00013735,360,1.79011E+12,ASOCIACION CULTURAL ACADEMIA COTOPAXI,UNITED STATES,UNITED STATES,MIAMI,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR MAGNETICO,WARDS SCIENCIE,NUEVA,1,4,NUMERO DE UNIDADES,0,1543.87,30.97,15.34,1590.18,AMAZON,ATLAS AIR INC,UNITED STATES,0,01777794-ASTET AGENTES DE ADUANA CIA. LTDA.,N476MC,CEC20225Y022136,36984959442,,2.19,AFORO-AFORO DOCUMENTAL,DE LAS HIGUERILLAS Y ALONDRAS MONTESERRIN,20220910,20220910,20220913,20220913,8005100828,AGITADOR MAGNETICO,WARDS HOTPLATE MAGNETIC STIRRER,WARDS SCIENCIE,2022,470236-626,385.97,20220913,20220914,FOB,ZZ OTROS NO IDENTIFICADOS,-,0,CEC20225Y0221360077,20220914,,
19-09-2022,IMPORTACION A CONSUMO,055-2022-10-01080145,00000883,4,1.79244E+12,ECUAINSUTEC TECNOLOGIA MEDICA Y CIENTIFICA S.A.,UNITED STATES,UNITED STATES,TRENTON,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADORA,BENCHMARK,NUEVA,4,2,NUMERO DE UNIDADES,0,137.98,0,1.38,139.36,BENCHMARK SCIENTIFIC INC,AERO EXPRESS DEL ECUADOR TRANSAM C. LTDA.,UNITED STATES,0,01777810-BEDOYA MOGOLLON CRISTIAN MAURICIO,HP2110,CEC2022D5001679,3104056502,,5.2,AFORO-AFORO AUTOMATICO,"REINA VICTORIA N25-33 Y AV. COLON, EDIFICIO BANCO DE GUAYAQUIL",20220909,20220912,20220919,20220919,190965,PROPIAS DEL MISMO,MIXER,BENCHMARK,2022,BV1003,68.99,20220919,20220919,CFR,DHL EXPRESS ECUADOR S.A.,-,0,CEC2022D500167900040008,20220919,1,138.41
19-09-2022,IMPORTACION A CONSUMO,055-2022-10-01080145,00000883,9,1.79244E+12,ECUAINSUTEC TECNOLOGIA MEDICA Y CIENTIFICA S.A.,UNITED STATES,UNITED STATES,TRENTON,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",TAPA DE MEZCLADORA,BENCHMARK,NUEVA,4,1,NUMERO DE UNIDADES,0,16.54,-0.01,0.17,16.71,BENCHMARK SCIENTIFIC INC,AERO EXPRESS DEL ECUADOR TRANSAM C. LTDA.,UNITED STATES,0,01777810-BEDOYA MOGOLLON CRISTIAN MAURICIO,HP2110,CEC2022D5001679,3104056502,,0.62,AFORO-AFORO AUTOMATICO,"REINA VICTORIA N25-33 Y AV. COLON, EDIFICIO BANCO DE GUAYAQUIL",20220909,20220912,20220919,20220919,190965,PROPIAS DEL MISMO,BLUE CAP,BENCHMARK,2022,BV101-B,16.54,20220919,20220919,CFR,DHL EXPRESS ECUADOR S.A.,-,0,CEC2022D500167900040008,20220919,1,16.59
19-09-2022,IMPORTACION A CONSUMO,055-2022-10-01080145,00000883,10,1.79244E+12,ECUAINSUTEC TECNOLOGIA MEDICA Y CIENTIFICA S.A.,UNITED STATES,UNITED STATES,TRENTON,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",TAPA DE MEZCLADORA,BENCHMARK,NUEVA,4,1,NUMERO DE UNIDADES,0,16.54,-0.01,0.17,16.71,BENCHMARK SCIENTIFIC INC,AERO EXPRESS DEL ECUADOR TRANSAM C. LTDA.,UNITED STATES,0,01777810-BEDOYA MOGOLLON CRISTIAN MAURICIO,HP2110,CEC2022D5001679,3104056502,,0.62,AFORO-AFORO AUTOMATICO,"REINA VICTORIA N25-33 Y AV. COLON, EDIFICIO BANCO DE GUAYAQUIL",20220909,20220912,20220919,20220919,190965,PROPIAS DEL MISMO,GREY CAP,BENCHMARK,2022,BV101,16.54,20220919,20220919,CFR,DHL EXPRESS ECUADOR S.A.,-,0,CEC2022D500167900040008,20220919,1,16.59
19-09-2022,IMPORTACION A CONSUMO,055-2022-10-01080145,00000883,11,1.79244E+12,ECUAINSUTEC TECNOLOGIA MEDICA Y CIENTIFICA S.A.,UNITED STATES,UNITED STATES,TRENTON,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",TAPA DE MEZCLADORA,BENCHMARK,NUEVA,4,1,NUMERO DE UNIDADES,0,16.54,-0.01,0.17,16.71,BENCHMARK SCIENTIFIC INC,AERO EXPRESS DEL ECUADOR TRANSAM C. LTDA.,UNITED STATES,0,01777810-BEDOYA MOGOLLON CRISTIAN MAURICIO,HP2110,CEC2022D5001679,3104056502,,0.62,AFORO-AFORO AUTOMATICO,"REINA VICTORIA N25-33 Y AV. COLON, EDIFICIO BANCO DE GUAYAQUIL",20220909,20220912,20220919,20220919,190965,PROPIAS DEL MISMO,GREEN CUP,BENCHMARK,2022,BV101-G,16.54,20220919,20220919,CFR,DHL EXPRESS ECUADOR S.A.,-,0,CEC2022D500167900040008,20220919,1,16.59
27-09-2022,IMPORTACION A CONSUMO,055-2022-10-01120518,01005928,2,0992382333001,LABOMERSA S.A.,CHINA,CHINA,BEIJING,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR MAGNETICO CON PLACA DE CALENTAMIENTO CON PINZA DE SOPORTE,DLAB SCIENTIFIC CO LTD,NUEVA,6,5,NUMERO DE UNIDADES,0,660,180.08,6.6,846.68,OLAB SCIENTFIC CO LTDA,TRANSOCEANICA COMPAÑIA LIMITADA,CHINA,0,01777857-SIATIADUANAS S.A.,N363CM,CEC2022M7020128,16048952912,,9.33,AFORO-AFORO AUTOMATICO,CIUDADELA BELLAVISTA MANZANA 14 VILLA 26 A,20220922,20220922,20220927,20220927,DL20221432,MS H280 PRO WITH PT1000 A USA,AGITADOR MAGNETICO CON PLACA DE CALENTAMIENTO CON PINZA DE SOPORTE,DLAB SCIENTIFIC CO LTD,2022,8130101212,132,20220927,20220927,FOB,ZZ OTROS NO IDENTIFICADOS,-,0,CEC2022M70201280020,20220927,,
27-09-2022,IMPORTACION A CONSUMO,055-2022-10-01120518,01005928,6,0992382333001,LABOMERSA S.A.,CHINA,CHINA,BEIJING,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",PLATO CALENTADOR AGITADOR MS7 H550 VOLTAJE 110 V 60 HZ,DLAB SCIENTIFIC CO LTD,NUEVA,6,4,NUMERO DE UNIDADES,0,800,144.04,8,952.04,OLAB SCIENTFIC CO LTDA,TRANSOCEANICA COMPAÑIA LIMITADA,CHINA,0,01777857-SIATIADUANAS S.A.,N363CM,CEC2022M7020128,16048952912,,7.47,AFORO-AFORO AUTOMATICO,CIUDADELA BELLAVISTA MANZANA 14 VILLA 26 A,20220922,20220922,20220927,20220927,DL20221432,MS7 H550 S PACKAGE 1 WITH 18900016 USA,PLATO CALENTADOR AGITADOR MS7 H550 VOLTAJE 110 V 60 HZ,DLAB SCIENTIFIC CO LTD,2022,8130122211,200,20220927,20220927,FOB,ZZ OTROS NO IDENTIFICADOS,-,0,CEC2022M70201280020,20220927,,
27-09-2022,IMPORTACION A CONSUMO,055-2022-10-01120518,01005928,8,0992382333001,LABOMERSA S.A.,CHINA,CHINA,BEIJING,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR VORTEX TIPO MX SUSA PARA USO EN LABORATORIO DE 110 V 60 HZ,DLAB SCIENTIFIC CO LTD,NUEVA,6,2,NUMERO DE UNIDADES,0,156,72.02,1.56,229.58,OLAB SCIENTFIC CO LTDA,TRANSOCEANICA COMPAÑIA LIMITADA,CHINA,0,01777857-SIATIADUANAS S.A.,N363CM,CEC2022M7020128,16048952912,,3.73,AFORO-AFORO AUTOMATICO,CIUDADELA BELLAVISTA MANZANA 14 VILLA 26 A,20220922,20220922,20220927,20220927,DL20221432,MX S USA PLUG 110V60HZ,AGITADOR VORTEX TIPO MX SUSA PARA USO EN LABORATORIO DE 110 V 60 HZ,DLAB SCIENTIFIC CO LTD,2022,8031102000,78,20220927,20220927,FOB,ZZ OTROS NO IDENTIFICADOS,-,0,CEC2022M70201280020,20220927,,
