fecha,REGIMEN ADUANERO,REFRENDO,DAU,ITEM,RUC IMPORTADOR,IMPORTADOR,PAIS DE ORIGEN,PAIS DE PROCEDENCIA,CIUDAD EMBARQUE,VIA DE TRANSPORTE,ADUANA,PARTIDA ARANCELARIA,DESCRIPCION ARANCELARIA,DESCRIPCION PRODUCTO COMERCIAL,MARCA,ESTADO DE MERCANCIA,BULTOS,CANTIDAD,UNIDAD DE MEDIDA,ADVALOREM,US$ FOB,US$ FLETE,US$ SEGURO,US$ CIF,EMBARCADOR,EMPRESA DE TRANSPORTE,PAIS DE EMBARQUE,CONTENEDOR,AGENTE DE ADUANA,NAVE,NUMERO DE MANIFIESTO,CONOCIMIENTO EMBARQUE,DEPOSITO COMERCIAL,PESO NETO KG,TIPO AFORO,DIRECCIÓN CONSIGNATARIO,FECHA DE EMBARQUE,FECHA DE LLEGADA,FECHA INGRESO SISTEMA,FECHA PAGO,FACTURA,CARACTERISTICAS,PRODUCTO,MARCA COMERCIAL,AÑO FABRICACIÓN,MODELO MERCADERIA,US$ FOB UNIT,FECHA DE LIQUIDACIÓN,FECHA AFORO,INCOTERM,AGENCIA DE CARGA,CODIGO DE LIBERACION,CÓDIGO TNAN,NUMERO DE CARGA FINAL,FECHA DE SALIDA DE ALMACEN,PAÍS DE ORIGEN,DESCRIPCIÓN ARANCELARIA,PAÍS DE EMBARQUE,FECHA SALIDA,TOTAL AJUSTES,TOTAL OTROS AJUSTES
2022-10-19,IMPORTACION A CONSUMO,028-2022-10-01229964,1001410.0,2.0,992717769001.0,IMPORTADORA ECUASINO S.A.,,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,MOTOR,S/MARCA,NUEVA,5256.0,4.0,NUMERO DE UNIDADES,0.0,336.0,34.03,0.33,370.36,"ZHEJIANG YIYANG IMPORT AND EXPORT CO., LTD.",AGENCIA MARITIMA GLOBAL MARGLOBAL SA,,4.0,01904810-VERA SERRANO JORGE LUIS,KOTA PURI,CEC2022PCIU0016,031C560074,05907400-INARPI S.A.,83.97,AFORO-AFORO AUTOMATICO,PARQUE EMPRESARIAL COLON EDIFICIO PACIFICA CENTER PISO 1OF .108,20220918.0,20221017.0,20221019.0,20221019.0,YH-EC2022071401-5,3 HP 460V,MOTOR,S/MARCA,0.0,S/MODELO,84.0,20221019.0,20221019.0,FOB,ZZ OTROS LIBERADORES DIRECTOS.,-,0.0,CEC2022PCIU00163069,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20221020.0,,
2022-10-19,IMPORTACION A CONSUMO,028-2022-10-01229964,1001410.0,3.0,992717769001.0,IMPORTADORA ECUASINO S.A.,,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,REDUCTOR PLASTICO,S/MARCA,NUEVA,5256.0,4.0,NUMERO DE UNIDADES,0.0,320.0,32.41,0.32,352.73,"ZHEJIANG YIYANG IMPORT AND EXPORT CO., LTD.",AGENCIA MARITIMA GLOBAL MARGLOBAL SA,,4.0,01904810-VERA SERRANO JORGE LUIS,KOTA PURI,CEC2022PCIU0016,031C560074,05907400-INARPI S.A.,79.97,AFORO-AFORO AUTOMATICO,PARQUE EMPRESARIAL COLON EDIFICIO PACIFICA CENTER PISO 1OF .108,20220918.0,20221017.0,20221019.0,20221019.0,YH-EC2022071401-5,3 HP,REDUCTOR PLASTICO,S/MARCA,0.0,S/MODELO,80.0,20221019.0,20221019.0,FOB,ZZ OTROS LIBERADORES DIRECTOS.,-,0.0,CEC2022PCIU00163069,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20221020.0,,
2022-10-19,IMPORTACION A CONSUMO,028-2022-10-01228228,1001390.0,1.0,992717769001.0,IMPORTADORA ECUASINO S.A.,,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AERADORES,S/MARCA,NUEVA,4926.0,375.0,NUMERO DE UNIDADES,0.0,258750.0,311.99,255.21,259005.21,HUBEI PROVINCIAL JIAXIN MACHINERY,BROOM-ECUADOR S.A.,,5.0,01904810-VERA SERRANO JORGE LUIS,KOTA PURI,CEC2022PCIU0016,SZDC20330300,05907400-INARPI S.A.,78933.0,AFORO-AFORO AUTOMATICO,"CENTRO EMPRESARIAL COLON,EMPRESARIAL 3.OFICINA 210",20220909.0,20221017.0,20221019.0,20221019.0,FD22H922,RUEDAS DE PALETAS,AERADORES,S/MARCA,0.0,S/MODELO,690.0,20221019.0,20221019.0,CIF,ZZ OTROS LIBERADORES DIRECTOS.,-,0.0,CEC2022PCIU00160254,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20221019.0,1.0,24500.0
2022-10-28,IMPORTACION A CONSUMO,028-2022-10-01278447,69832.0,1.0,990553793001.0,CAMARONES Y LANGOSTINOS DEL MAR CALADEMAR S.A.,,CHINA,,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AIREADORES,DIVA,NUEVA,0.0,196.0,NUMERO DE UNIDADES,0.0,130763.36,18156.02,153.55,149072.94,,ZZ OTRAS EMPRESAS TRANSPORTE,,0.0,01902441-TORRES & TORRES AGENTES DE ADUANAS TTADAD C.A.,,,,,26852.0,AFORO-AFORO AUTOMATICO,,,,20221028.0,20221031.0,JH220622CA56-2,MODEL YC-8P MAIN PARTS 3HP 440V 60HZ 3PH 125MM PE WATERPROOF COVER NYL,PRODUCTO TERMINADO,DIVA,2022.0,YC-8P,667.16,20221028.0,20221028.0,FOB,ZZ OTROS NO IDENTIFICADOS,-,0.0,,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",,,,
2022-10-31,IMPORTACION A CONSUMO,028-2022-10-01294675,1001469.0,1.0,993234354001.0,SUNOLTA S.A.,,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AERADORES,S/MARCA,NUEVA,2762.0,207.0,NUMERO DE UNIDADES,0.0,142623.0,7959.0,135.52,150717.52,HUBEI PROVINCIAL JIAXIN MACHINERY IMPORT AND EXPORT CO LT,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,,3.0,01904810-VERA SERRANO JORGE LUIS,CAP ANDREAS,CEC2022WHLU5546,025C745332,05907400-INARPI S.A.,43004.0,AFORO-AFORO AUTOMATICO,DIRECCION:CENTRO EMPRESARIAL COLON EMPRESARIAL 3-PISO 2 OFICINA 210 TEL: 04-4601883 RUC. :0993234354,20220919.0,20221029.0,20221031.0,,FD22H924,RUEDAS DE PALETAS,AERADORES,S/MARCA,0.0,S/MODELO,689.0,20221031.0,20221031.0,FOB,ZZ OTROS LIBERADORES DIRECTOS.,-,0.0,CEC2022WHLU55460030,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,,,
2022-10-31,IMPORTACION A CONSUMO,028-2022-10-01294703,1001465.0,1.0,992717769001.0,IMPORTADORA ECUASINO S.A.,,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AERADORES,S/MARCA,NUEVA,5256.0,328.0,NUMERO DE UNIDADES,0.0,157440.0,10567.97,151.21,168159.17,"ZHEJIANG YIYANG IMPORT AND EXPORT CO., LTD",AGENCIA MARITIMA GLOBAL MARGLOBAL SA,,4.0,01904810-VERA SERRANO JORGE LUIS,CAP ANDREAS,CEC2022WHLU5546,031C561935,05907400-INARPI S.A.,39344.07,AFORO-AFORO AUTOMATICO,PARQUE EMPRESARIAL COLON EDIFICIO PACIFICA CENTER PISO 1OF .108,20220925.0,20221029.0,20221031.0,,YH-EC2022071401-6,3 HP 460V,AERADORES,S/MARCA,0.0,S/MODELO,480.0,20221031.0,20221031.0,FOB,ZZ OTROS LIBERADORES DIRECTOS.,-,0.0,CEC2022WHLU55460060,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,,,
2022-10-31,IMPORTACION A CONSUMO,028-2022-10-01294703,1001465.0,2.0,992717769001.0,IMPORTADORA ECUASINO S.A.,,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,MOTOR,S/MARCA,NUEVA,5256.0,4.0,NUMERO DE UNIDADES,0.0,336.0,22.55,0.32,358.88,"ZHEJIANG YIYANG IMPORT AND EXPORT CO., LTD",AGENCIA MARITIMA GLOBAL MARGLOBAL SA,,4.0,01904810-VERA SERRANO JORGE LUIS,CAP ANDREAS,CEC2022WHLU5546,031C561935,05907400-INARPI S.A.,83.97,AFORO-AFORO AUTOMATICO,PARQUE EMPRESARIAL COLON EDIFICIO PACIFICA CENTER PISO 1OF .108,20220925.0,20221029.0,20221031.0,,YH-EC2022071401-6,3 HP 460V,MOTOR,S/MARCA,0.0,S/MODELO,84.0,20221031.0,20221031.0,FOB,ZZ OTROS LIBERADORES DIRECTOS.,-,0.0,CEC2022WHLU55460060,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,,,
2022-10-31,IMPORTACION A CONSUMO,028-2022-10-01294703,1001465.0,3.0,992717769001.0,IMPORTADORA ECUASINO S.A.,,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,REDUCTOR PLASTICO,S/MARCA,NUEVA,5256.0,4.0,NUMERO DE UNIDADES,0.0,320.0,21.48,0.31,341.79,"ZHEJIANG YIYANG IMPORT AND EXPORT CO., LTD",AGENCIA MARITIMA GLOBAL MARGLOBAL SA,,4.0,01904810-VERA SERRANO JORGE LUIS,CAP ANDREAS,CEC2022WHLU5546,031C561935,05907400-INARPI S.A.,79.97,AFORO-AFORO AUTOMATICO,PARQUE EMPRESARIAL COLON EDIFICIO PACIFICA CENTER PISO 1OF .108,20220925.0,20221029.0,20221031.0,,YH-EC2022071401-6,3 HP,REDUCTOR PLASTICO,S/MARCA,0.0,S/MODELO,80.0,20221031.0,20221031.0,FOB,ZZ OTROS LIBERADORES DIRECTOS.,-,0.0,CEC2022WHLU55460060,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,,,
2022-11-09,IMPORTACION A CONSUMO,028-2022-10-01335365,2001497.0,1.0,992717769001.0,IMPORTADORA ECUASINO S.A.,,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AERADORES,S/MARCA,NUEVA,4767.0,355.0,NUMERO DE UNIDADES,0.0,243885.0,0.01,231.68,244116.68,HUBEI PROVINCIAL JIAXIN,BROOM-ECUADOR S.A.,,5.0,01904810-VERA SERRANO JORGE LUIS,EVER ETHIC,CEC2022EISU0005,SZCN20155900,05907400-INARPI S.A.,76282.0,AFORO-AFORO AUTOMATICO,"CENTRO EMPRESARIAL COLON,EMPRESARIAL 3.OFICINA 210",20220926.0,20221107.0,20221109.0,,FD22H925,RUEDAS DE PALETAS,AERADORES,S/MARCA,0.0,S/MODELO,687.0,20221109.0,20221109.0,CIF,ZZ OTROS LIBERADORES DIRECTOS,-,0.0,CEC2022EISU00052166,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20221109.0,,13534.0
2022-11-09,IMPORTACION A CONSUMO,028-2022-10-01336194,7220.0,1.0,992597143001.0,COSUMISA S.A.,,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AIREADORES,SIN MARCA,NUEVA,6019.0,847.0,NUMERO DE UNIDADES,0.0,279510.0,67100.0,866.65,347476.66,ZHEJIANG FORDY IMP EXP CO LTD,EVERGREEN-SHIPPING AGENCY (ECUADOR) S.A.,,0.0,01902288-ILLINGWORTH GARCIA CRISTOBAL LUIS,EVER ETHIC,CEC2022EISU0005,SWOSZX22090795,05907400-INARPI S.A.,68692.29,AFORO-AFORO AUTOMATICO,CAMILO DESTRUGE 2410 Y ABEL CASTILLO GUAYAQUIL,20221001.0,20221107.0,20221109.0,20221110.0,LC220427C-LC220628,PADDLEWHEEL AERATOR,AIREADORES,SIN MARCA,0.0,SIN MODELO,330.0,20221109.0,20221109.0,FOB,GLOVAL-SHIPPING ECUADOR CIA.LTDA,-,0.0,CEC2022EISU000500740001,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20221111.0,,0.0
2022-11-09,IMPORTACION A CONSUMO,028-2022-10-01336194,7220.0,2.0,992597143001.0,COSUMISA S.A.,,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AIREADORES,SIN MARCA,NUEVA,6019.0,154.0,NUMERO DE UNIDADES,0.0,52067.4,12200.0,160.69,64428.09,ZHEJIANG FORDY IMP EXP CO LTD,EVERGREEN-SHIPPING AGENCY (ECUADOR) S.A.,,0.0,01902288-ILLINGWORTH GARCIA CRISTOBAL LUIS,EVER ETHIC,CEC2022EISU0005,SWOSZX22090795,05907400-INARPI S.A.,12489.51,AFORO-AFORO AUTOMATICO,CAMILO DESTRUGE 2410 Y ABEL CASTILLO GUAYAQUIL,20221001.0,20221107.0,20221109.0,20221110.0,LC220427C-LC220628,PADDLEWHEEL AERATOR,AIREADORES,SIN MARCA,0.0,SIN MODELO,338.1,20221109.0,20221109.0,FOB,GLOVAL-SHIPPING ECUADOR CIA.LTDA,-,0.0,CEC2022EISU000500740001,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20221111.0,,0.0
2022-11-10,IMPORTACION A CONSUMO,028-2022-10-01343506,5000714.0,1.0,993069337001.0,TECNIFICACIONES ACUICOLAS PROQUALIA S A,,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AERATOR 16 PADDLE,SIN MARCA,NUEVA,4384.0,0.0,NUMERO DE UNIDADES,0.0,110734.0,6344.73,1170.79,118249.52,ZHEN FENG MECHINERY EQUIPMENT PRIVATE LIMITED,EVERGREEN-SHIPPING AGENCY (ECUADOR) S.A.,,0.0,01777844-GG LOGISTICS AGENTE DE ADUANA GGADU S.A.,KOTA MANZANILLO,CEC2022PCIU0017,FCLDR22092129A1,05907400-INARPI S.A.,33338.45,AFORO-AFORO AUTOMATICO,EL ORO / MACHALA / LA PROVIDENCIA / AV 25 DE JUNIO S/N,20221007.0,20221108.0,20221110.0,20221110.0,PO9899100,AIREADOR DE 16 PALETAS,AERATOR 16 PADDLE,SIN MARCA,0.0,SIN MODELO,,20221110.0,20221110.0,FOB,TRANSPORTE Y REPRESENTACIONES INTERNACIONALES TRADINTER S.A.,-,0.0,CEC2022PCIU001740710001,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20221116.0,,0.0
2022-11-10,IMPORTACION A CONSUMO,028-2022-10-01343506,5000714.0,2.0,993069337001.0,TECNIFICACIONES ACUICOLAS PROQUALIA S A,,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,CAJA 2HP 460V GEAR BOX 2HP 460V,SIN MARCA,NUEVA,4384.0,0.0,NUMERO DE UNIDADES,0.0,1440.0,82.51,15.23,1537.73,ZHEN FENG MECHINERY EQUIPMENT PRIVATE LIMITED,EVERGREEN-SHIPPING AGENCY (ECUADOR) S.A.,,0.0,01777844-GG LOGISTICS AGENTE DE ADUANA GGADU S.A.,KOTA MANZANILLO,CEC2022PCIU0017,FCLDR22092129A1,05907400-INARPI S.A.,433.54,AFORO-AFORO AUTOMATICO,EL ORO / MACHALA / LA PROVIDENCIA / AV 25 DE JUNIO S/N,20221007.0,20221108.0,20221110.0,20221110.0,PO9899100,PARTES DE AEREADOR CAJA 2HP 460V GEAR BOX 2HP 460V,CAJA 2HP 460V GEAR BOX 2HP 460V,SIN MARCA,0.0,SIN MODELO,,20221110.0,20221110.0,FOB,TRANSPORTE Y REPRESENTACIONES INTERNACIONALES TRADINTER S.A.,-,0.0,CEC2022PCIU001740710001,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20221116.0,,0.0
2022-11-10,IMPORTACION A CONSUMO,028-2022-10-01342311,1001533.0,1.0,992717769001.0,IMPORTADORA ECUASINO S.A.,,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AIREADORES,S/MARCA,NUEVA,7796.0,328.0,NUMERO DE UNIDADES,0.0,157440.0,9133.18,149.91,166723.09,ZHEJIANG YIYANG IMPORT AND,BROOM-ECUADOR S.A.,,6.0,01904810-VERA SERRANO JORGE LUIS,KOTA MANZANILLO,CEC2022PCIU0017,NGPX20441700,05907400-INARPI S.A.,38815.69,AFORO-AFORO AUTOMATICO,"CENTRO EMPRESARIAL COLON,EMPRESARIAL 3.OFICINA 210",20221007.0,20221108.0,20221110.0,,YH-EC2022071401-7,PARTES Y PPIEZAS,AIREADORES,S/MARCA,0.0,HP 460V,480.0,20221110.0,20221110.0,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0.0,CEC2022PCIU00170128,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20221111.0,,0.0
2022-11-10,IMPORTACION A CONSUMO,028-2022-10-01342311,1001533.0,2.0,992717769001.0,IMPORTADORA ECUASINO S.A.,,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AIREADORES,S/MARCA,NUEVA,7796.0,136.0,NUMERO DE UNIDADES,0.0,44608.0,2587.73,42.48,47238.21,ZHEJIANG YIYANG IMPORT AND,BROOM-ECUADOR S.A.,,6.0,01904810-VERA SERRANO JORGE LUIS,KOTA MANZANILLO,CEC2022PCIU0017,NGPX20441700,05907400-INARPI S.A.,10997.78,AFORO-AFORO AUTOMATICO,"CENTRO EMPRESARIAL COLON,EMPRESARIAL 3.OFICINA 210",20221007.0,20221108.0,20221110.0,,YH-EC2022071401-7,PARTES Y PPIEZAS,AIREADORES,S/MARCA,0.0,2 HP 220V,328.0,20221110.0,20221110.0,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0.0,CEC2022PCIU00170128,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20221111.0,,0.0
2022-11-10,IMPORTACION A CONSUMO,028-2022-10-01342311,1001533.0,3.0,992717769001.0,IMPORTADORA ECUASINO S.A.,,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AIREADORES,S/MARCA,NUEVA,7796.0,67.0,NUMERO DE UNIDADES,0.0,32964.0,1912.26,31.39,34907.65,ZHEJIANG YIYANG IMPORT AND,BROOM-ECUADOR S.A.,,6.0,01904810-VERA SERRANO JORGE LUIS,KOTA MANZANILLO,CEC2022PCIU0017,NGPX20441700,05907400-INARPI S.A.,8127.04,AFORO-AFORO AUTOMATICO,"CENTRO EMPRESARIAL COLON,EMPRESARIAL 3.OFICINA 210",20221007.0,20221108.0,20221110.0,,YH-EC2022071401-7,PARTES Y PPIEZAS,AIREADORES,S/MARCA,0.0,3.5 HP 440V,492.0,20221110.0,20221110.0,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0.0,CEC2022PCIU00170128,,CHINA,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20221111.0,,0.0
2022-11-10,IMPORTACION A CONSUMO,028-2022-10-01346057,4657.0,7.0,992450673001.0,STARNEWCORP S.A.,,VIETNAM,HO CHI MINH CITY,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,Paletas aireadores de 4Hp/380V/18 propulsores,SIN MARCA,NUEVA,1070.0,20.0,NUMERO DE UNIDADES,0.0,16000.0,0.0,159.95,16159.95,CONG TY TNHH MTV FARMX.VN,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,,0.0,01777839-OPERADORES DE COMERCIO EXTERIOR COLOMA & DAVILA OCEXCOD S.A.,EVER ETHIC,CEC2022EISU0005,FSHCMPI13040,05907400-INARPI S.A.,3050.0,AFORO-AFORO AUTOMATICO,"AVENIDA PRIMERA Y CALLE DECIMA, NORTE BALLENITA SANTA ELENA ECUADOR",20220914.0,20221107.0,20221110.0,20221111.0,FF280622,ARTICULOS VARIOS,ARTICULOS ACUICOLA,SIN MARCA,2022.0,PADDLE WHEEL AERATOR 4HP,800.0,20221110.0,20221110.0,CIF,ALLCARGOTRANSPORT S.A.,-,0.0,CEC2022EISU000530780001,,VIETNAM,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",VIETNAM,20221119.0,,3115.17
2022-11-10,IMPORTACION A CONSUMO,028-2022-10-01346057,4657.0,8.0,992450673001.0,STARNEWCORP S.A.,,VIETNAM,HO CHI MINH CITY,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,Paletas aireadores de 2Hp/380V/10 propulsores,SIN MARCA,NUEVA,1070.0,10.0,NUMERO DE UNIDADES,0.0,6000.0,0.0,59.98,6059.98,CONG TY TNHH MTV FARMX.VN,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,,0.0,01777839-OPERADORES DE COMERCIO EXTERIOR COLOMA & DAVILA OCEXCOD S.A.,EVER ETHIC,CEC2022EISU0005,FSHCMPI13040,05907400-INARPI S.A.,1530.0,AFORO-AFORO AUTOMATICO,"AVENIDA PRIMERA Y CALLE DECIMA, NORTE BALLENITA SANTA ELENA ECUADOR",20220914.0,20221107.0,20221110.0,20221111.0,FF280622,ARTICULOS VARIOS,ARTICULOS ACUICOLA,SIN MARCA,2022.0,PADDLE WHEEL AERATOR 2HP,600.0,20221110.0,20221110.0,CIF,ALLCARGOTRANSPORT S.A.,-,0.0,CEC2022EISU000530780001,,VIETNAM,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",VIETNAM,20221119.0,,1168.19
2022-11-14,IMPORTACION A CONSUMO,028-2022-10-01361345,7315.0,1.0,991347704001.0,DOLCA S.A.,,UNITED STATES,NORFOLK,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AERATOR SERIE 275 7.5 HP 230 /460V60HZ (5101125) UNI-FLT (5101404),SM,NUEVA,17.0,2.0,NUMERO DE UNIDADES,0.0,5826.8,864.62,7.44,6698.86,AERATION INDUSTRIES,MEDITERRANEAN SHIPPING COMPANY DEL ECUADOR COMPANIA ANONIMA EMESSEA,,0.0,01902288-ILLINGWORTH GARCIA CRISTOBAL LUIS,MSC JULIA R.,CEC2022MSCU0426,USFE2206001984,05909025-CONTECON GUAYAQUIL S.A.,1600.0,AFORO-AFORO DOCUMENTAL,GUAYAQUIL TARQUI SN,20220912.0,20221108.0,20221114.0,20221115.0,0107822,AERATOR SERIE 275 7.5 HP 230 /460V60HZ (5101125) UNI-FLT (5101404),MAQUINA PARA TRATAMIENTO DE AGUAS RESIDUALES,SM,0.0,SM,2913.4,20221114.0,20221121.0,EXW,H.A. CARGO S.A.,-,0.0,CEC2022MSCU042601551984,,UNITED STATES,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",UNITED STATES,20221125.0,,0.0
2022-11-14,IMPORTACION A CONSUMO,028-2022-10-01361345,7315.0,2.0,991347704001.0,DOLCA S.A.,,UNITED STATES,NORFOLK,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AIREADOR STANDARD 15HP 230/460V (5101656) INCLUDING 3-FLOAT (5101216),SM,NUEVA,17.0,4.0,NUMERO DE UNIDADES,0.0,44716.14,1729.23,51.6,46496.97,AERATION INDUSTRIES,MEDITERRANEAN SHIPPING COMPANY DEL ECUADOR COMPANIA ANONIMA EMESSEA,,0.0,01902288-ILLINGWORTH GARCIA CRISTOBAL LUIS,MSC JULIA R.,CEC2022MSCU0426,USFE2206001984,05909025-CONTECON GUAYAQUIL S.A.,3200.0,AFORO-AFORO DOCUMENTAL,GUAYAQUIL TARQUI SN,20220912.0,20221108.0,20221114.0,20221115.0,0107822,AIREADOR STANDARD 15HP 230/460V (5101656) INCLUDING 3-FLOAT (5101216),MAQUINA PARA TRATAMIENTO DE AGUAS RESIDUALES,SM,0.0,SM,11179.03,20221114.0,20221121.0,EXW,H.A. CARGO S.A.,-,0.0,CEC2022MSCU042601551984,,UNITED STATES,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",UNITED STATES,20221125.0,,0.0
2022-11-14,IMPORTACION A CONSUMO,028-2022-10-01361345,7315.0,3.0,991347704001.0,DOLCA S.A.,,UNITED STATES,NORFOLK,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AIREADOR STANDARD 30HP 230/460V60 HZ NEMA (5101659)INCLUDING 4-FLOAT (520213G),SM,NUEVA,17.0,7.0,NUMERO DE UNIDADES,0.0,105042.66,3026.15,120.07,108188.88,AERATION INDUSTRIES,MEDITERRANEAN SHIPPING COMPANY DEL ECUADOR COMPANIA ANONIMA EMESSEA,,0.0,01902288-ILLINGWORTH GARCIA CRISTOBAL LUIS,MSC JULIA R.,CEC2022MSCU0426,USFE2206001984,05909025-CONTECON GUAYAQUIL S.A.,5600.0,AFORO-AFORO DOCUMENTAL,GUAYAQUIL TARQUI SN,20220912.0,20221108.0,20221114.0,20221115.0,0107822,AIREADOR STANDARD 30HP 230/460V60 HZ NEMA (5101659)INCLUDING 4-FLOAT (520213G),MAQUINA PARA TRATAMIENTO DE AGUAS RESIDUALES,SM,0.0,SM,15006.09,20221114.0,20221121.0,EXW,H.A. CARGO S.A.,-,0.0,CEC2022MSCU042601551984,,UNITED STATES,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",UNITED STATES,20221125.0,,0.0
2022-11-14,IMPORTACION A CONSUMO,028-2022-10-01363593,3578.0,1.0,993064998001.0,CONSULTCOMMERCE S.A.,,HONG KONG,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,,AIREADOR,SIN MARCA,NUEVA,1593.0,50.0,NUMERO DE UNIDADES,0.0,25769.74,1232.36,270.02,27272.12,CLEAR WATERS LIMITED,BROOM-ECUADOR S.A.,,1.0,01900686-BEJAR PERASSO JAVIER ENRIQUE,KOTA MANZANILLO,CEC2022PCIU0017,NBSM22090452,05907400-INARPI S.A.,6192.35,AFORO-AFORO FISICO INTRUSIVO,AV RODRIGO CHAVEZ Y PARQUE EMPRESARIAL COLON,20221007.0,20221108.0,20221114.0,20221114.0,20220830,PARA CAMARONERAS,AIREADOR,SIN MARCA,2022.0,YC-3,515.39,20221114.0,20221118.0,FOB,PLUSCARGO-ECUADOR S. A.,-,0.0,CEC2022PCIU001701230001,,HONG KONG,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CHINA,20221124.0,,0.0
